page,issue_candidate,score,matched_patterns,review_text
7,seller_service,1,"khong giai quyet","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém đồ tặng cái dục rác vô??? không hiểu đi đơn kiểu gì, nhắn cũng không giải quyết đc gì.... tệ... 0:34 1 1 2 5 6 7 8 9 CÁC SẢN PHẨM KHÁC CỦA SHOP Xem Tất Cả Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 800g 202.000 ₫ 4.9 100k+ đã bán Nước rửa tay sạch khuẩn Lifebuoy Túi 400G 59.000 ₫ 4.9 100k+ đã bán Nước Rửa Tay Lifebuoy Bảo Vệ Khỏi 99.9% Vi Khuẩn Gây Bệnh Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 450G 77.000 ₫ 4.9 100k+ đã bán [LIVE] Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn 210.600 ₫ 4.9 10k+ đã bán Sữa Tắm Lifebuoy Sạch Khuẩn Bảo Vệ Khỏi 99.9% Vi Khuẩn, Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 800G 180.000 ₫ 4.9 40k+ đã bán Lăn ngăn mùi hương nước hoa cao cấp AXE 45ml, công nghệ hóa mồ hôi thành mùi hương thơm mát 72h 70.000 ₫ 4.9 5k+ đã bán Lăn ngăn mùi dưỡng sáng cao cấp Dove tinh chất serum dành cho nữ với 3% Niacinamide 45ml 75.000 ₫ 4.9 200k+ đã bán Sữa Tắm Lifebuoy Sạch Khuẩn Bảo Vệ Khỏi 99.9% Vi Khuẩn Chứa Ion Bạc+ Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 800G 167.000 ₫ 4.9 100k+ đã bán Nước Rửa Tay Lifebuoy Vitamin+ Combo 2 chai 450g/chai 155.000 ₫ 4.9 20k+ đã bán Combo 2 Túi Nước Rửa Tay Lifebuoy Vitamin+ 1kg/túi 267.000 ₫ 4.9 20k+ đã bán Combo 3 Kem đánh răng P/S Trắng Răng Lành Tính - 100% Công Thức Được Kiểm Chứng 147.000 ₫ 4.9 20k+ đã bán Sữa Tắm Lifebuoy Bảo Vệ Khỏi Vi Khuẩn Gây Bệnh Với Ion Bạc+ Hỗ Trợ Đề Kháng Da Tự Nhiên 1000G 196.000 ₫ 4.9 60k+ đã bán [LIVE] Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn 214.500 ₫ 4.9 100k+ đã bán Xịt nước hoa nam toàn thân AXE 135ml, lưu hương và khử mùi lên đến 48h 94.000 ₫ 4.9 100k+ đã bán Kem đánh răng P/S Thảo Dược 100g/150g, cho 10 lợi ích toàn diện, như giảm ê buốt, trắng răng, hơi thở thơm mát 50.000 ₫ 4.9 9k+ đã bán Sữa tắm dưỡng thể thiên nhiên trắng sáng da Hazeline 1kg 139.000 ₫ 4.9 100k+ đã bán Xịt thơm nước hoa cao cấp AXE 135ml, Fine Fragrance mist lưu hương tinh tế và khử mùi lên tới 72h 127.000 ₫ 4.9 30k+ đã bán [DEAL SỐC] Xịt thơm nước hoa cao cấp AXE 135ml, Fine Fragrance mist lưu hương tinh tế và khử mùi lên tới 72h 116.000 ₫ 4.9 10k+ đã bán Bộ 3 Kem Đánh Răng Closeup Diamond Attraction - Trắng răng sau 1 lần chải 100g 99.000 ₫ 4.7 100k+ đã bán [CHÍNH HÃNG ĐỘC QUYỀN] Smoothie Tẩy Tế Bào Chết Body Dove Chăm Da Sáng Mịn 298g/280g 168.000 ₫ 4.9 800k+ đã bán Combo 2 Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 270g Nhỏ Gọn, Tiện Dụng 134.000 ₫ 4.8 8k+ đã bán [LIVE] Combo 3 Kem Đánh Răng Closeup Trắng Răng Thơm Mát thành phần Thiên Nhiên 230G 164.949 ₫ 4.9 2k+ đã bán Kem đánh răng P/S Chuyên Gia Chăm Sóc Nướu - Sạch khe nướu, ngừa vấn đề răng miệng phổ biến 76.600 ₫ 4.9 10k+ đã bán Kem đánh răng Closeup White Now - Trắng Bật Tông 3X TỨC THÌ với Công nghệ Ánh Sáng Xanh 100g 66.000 ₫ 4.9 30k+ đã bán CÓ THỂ BẠN CŨNG THÍCH -17% [DAILY] Sữa Tắm Lifebuoy 800gr Detox Sạch Sâu Khỏi Bụi Mịn Pm2.5 100% Từ Thiên Nhiên Hasaki #ShopThinhHanh 4.9 179.000 ₫ Đã bán 100k+ -3% Combo 2 Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 270g Nhỏ Gọn, Tiện Dụng 4.8 134.000 ₫ Đã bán 8k+ Set Quà Tặng Nam Móc Khoá Bóng Đá Bóng Rổ 4.8 49.000 ₫ Đã bán 5k+ -30% Kem body trắng da Glowcode dưỡng trắng nách giảm thâm nách khuỷu tay Đầu gối dưỡng ẩm với niacinamide #ShopThinhHanh 4.9 69.000 ₫ Đã bán 600k+ -25% Bánh tráng phơi sương CATSKY FOOD combo bánh tráng sốt muối béo đồ ăn vặt tiện lợi - COMBO MUST TRY #ShopThinhHanh 4.9 59.000 ₫ Đã bán 600k+ -2% Sáp Khử Mùi & Ngăn ố vàng áo OLD SPICE 85g, thơm lâu vượt trội, nhiều mùi hương (Sáp xanh) - Mỹ 4.9 175.000 ₫ Đã bán 70k+ -40% Sạc dự phòng 20000mah Gutek GT229 sạc nhanh 22,5w dung lượng pin lớn tích hợp dây sạc cho điện thoại 4.8 265.000 ₫ Đã bán 100k+ -19% Lăn Khử Mùi Axe Hương Nước Hoa Blue Lavender 45ml 5.0 60.000 ₫ Đã bán 1k+ -2% Sữa Tắm Tràm Trà Cokki BIG SIZE 800ml - Công Thức pH 5.5 Dịu Nhẹ Cho Da Nhạy Cảm - BHA & Vitamin E Loại Bỏ Dầu Thừa & Sạch Sâu Lỗ Chân Lông - Phù Hợp Cho Cả Nam & Nữ 4.9 128.000 ₫ Đã bán 8k+ -10% [VOUCHER LIVE 100K] Xe đạp Yomi nam giỏ nhựa dành cho bé trai, đủ size từ 12-14-16 (bé 2 đến 6 tuổi) #ShopThinhHanh 4.7 719.000 ₫ Đã bán 10k+ -3% Túi refill sữa rửa mặt giúp làm sạch sâu và dưỡng ẩm Cerave Hydrating Cleanser 473ML 4.9 383.150 ₫ Đã bán 60k+ -43% Hộp 4000 Chun Buộc Tóc Cao Su – Siêu Co Giãn, Êm Tóc Bé[T1-KHO3] #ShopThinhHanh 4.9 39.000 ₫ Đã bán 5k+ -24% Lăn nách đá khoáng Soft Stone 4.9 195.000 ₫ Đã bán 30k+ -32% Ốp lưng iphone TPU Silicon Bảo Vệ Bốn Góc Trong Siêu Chống Sốc 6plus/7plus/8plus/x/xs/11/12/13/14/15/16/17/pro/max U4-13 4.9 16.900 ₫ Đã bán 600k+ -40% Grace and Glow Body Wash Sữa tắm trắng da dưỡng ẩm tẩy da chết 400ml 4.9 90.380 ₫ Đã bán 10k+ -24% Sáp Khử Mùi Old Spice Timber 73g 4.9 172.550 ₫ Đã bán 10k+ -38% Combo 2 quần short đùi thể thao THÁI KHANG loại quần đùi ngắn 2 túi thoải mái QUAN06 4.9 99.000 ₫ Đã bán 3k+ -24% Sáp Khử Mùi Old Spice Fiji Deodorant 85g 5.0 172.550 ₫ Đã bán 2k+ -8% Sữa Tắm Detox Matcha & Khổ Qua Hỗ Trợ Giảm Mụn Cơ Thể Và Sạch Sâu Chai Lifebuoy Guardian 800Gr 4.9 195.000 ₫ Đã bán 80k+ -40% [MUA 2 GIẢM 40%] Combo 2 Kem body trắng da Glowcode dưỡng trắng nách giảm thâm nách khuỷu tay Đầu gối dưỡng ẩm #ShopThinhHanh 4.9 96.000 ₫ Đã bán 400k+ -15% Combo 2 Dầu Gội Clear Thảo Dược, Gừng Hoa Cúc Nuôi Dưỡng Da Đầu Từ Gốc, Sạch Gàu Và Giảm Gãy Rụng 630g 4.6 366.000 ₫ Đã bán 40k+ -47% dosen pro sạc dự phòng pd22.5w 10000mah 30000mah 50000mAh pin dự phòng màn hình led tích hợp tích hợp 4.8 194.332 ₫ Đã bán 30k+ -3% Bọt vệ sinh nam giới Oniiz Dung dịch tạo bọt 100ml 4.9 87.420 ₫ Đã bán 5k+ -27% [TẶNG Túi 200G/ 450G] Sữa tắm hương nước hoa Pháp Enchanteur Deluxe 650g / 900g (Tặng mùi ngẫu nhiên) 4.9 185.000 ₫ Đã bán 30k+ -25% Combo 2 Lăn khử mùi Romano Khử mùi vượt trội, Hương nam tính suốt 48H 50ml / 65ml 4.9 106.000 ₫ Đã bán 60k+ -24% Combo 2 quần short kaki nam THÁI KHANG vải cotton kaki dày mềm mặc mát QUAN01 4.9 241.250 ₫ Đã bán 30k+ Dầu Gội Nguyên Xuân 350ml-600ml Dầu Gội Đầu Dược Liệu Nguyên Xuân ... 4.9 151.000 ₫ Đã bán 1k+ -39% [Live] Sữa tắm Tây Thi (chai 200ml/ 500ml - Hoa anh đào) làm sạch da nhẹ dịu dành cho da mụn, kèm quà tặng Đặc biệt 4.9 150.000 ₫ Đã bán 30k+ -29% Lăn Sáp khử mùi Old Spice 85gr (Sáp Xanh) - Ngăn Mùi và Ố Vàng Áo 4.9 139.000 ₫ Đã bán 10k+ Sạc nhanh SHIRA 20000 mAh, tích hợp 4 cổng sạc, màn hình LED, PD 22.5W, tiện lợi, BH 12 tháng 4.9 400.000 ₫ Đã bán 20k+ -1% Sáp ngăn mùi cho nam Romano 50g - Khử mùi 72H 5.0 71.000 ₫ Đã bán 10k+ -12% Sáp khử mùi Old Spice (Sáp trắng, sáp xanh_ Khử mùi và ngăn tiết mồ hôi) - HKT Shop 5.0 168.000 ₫ Đã bán 60k+ (hoả tốc Hà Nội) quạt cầm tay mini đeo cổ goojodo gập 180 4.7 200.000 ₫ Đã bán 72 -12% Lốc 3 Xà Bông Cục SAFEGUARD Sạch 99% Vi Khuẩn Cho Da-HoaHồng/TrắngTinhKhiết/ThảoMộc//DịuNhẹ 4.9 57.000 ₫ Đã bán 40k+ -17% Dầu Gội Clear Thảo Dược Nuôi Dưỡng Da Đầu Từ Gốc, Sạch Gàu Và Giảm Gãy Rụng 630g 4.9 179.000 ₫ Đã bán 10k+ -8% Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn 4.9 198.000 ₫ Đã bán 20k+ -24% Sáp Khử Mùi Old Spice Pure Sport High Endurance Dành Cho Nam Giới Chơi Thể Thao Và Vận Động 85g 4.9 136.000 ₫ Đã bán 20k+ -53% （44Sạc dự phòng 50000mAh sạc nhanh 22,5w dung lượng pin lớn có dây cắm nhiều điện thoại 274.412 ₫ Sữa Tắm Chăm Da Sạch Khuẩn Lifebuoy 800g 5.0 172.000 ₫ Đã bán 20k+ -50% Áo thun nam trung niên Thái Khang vải thun lạnh mặc siêu mát ATK01 4.9 119.500 ₫ Đã bán 40k+ -6% Dầu Gội Dược Liệu Nguyên Xuân 450ml/470g | Guardian Việt Nam 5.0 174.000 ₫ Đã bán 1k+ -11% Sữa tắm trắng da hương nước hoa Gervenne 450g / 900g / 1.2l (3 mùi) ( Tặng mùi ngẫu nhiên ) - Live 4.9 68.000 ₫ Đã bán 30k+ Dầu Gội Bồ Kết Thorakao 750ml 4.9 100.000 ₫ Đã bán 80k+ -36% Sữa tắm mụn lưng, giảm nang lông, ngừa thâm mụn chiết xuất Tràm trà úc và trầu không NEOSKIN 250ml 4.9 179.000 ₫ Đã bán 10k+ -7% 2 IN 1 Combo sữa tắm nước hoa Grace and Glow 400ml + 400ml - Dưỡng ẩm sáng da tẩy tế bào chết 4.9 186.200 ₫ Đã bán 7k+ -23% [Mã FMCGWA101 giảm 8% đơn 250K] Sữa Tắm Old Spice Timber Sandal Wood 532ml 4.9 184.450 ₫ Đã bán 8k+ Xem Thêm Mã giảm giá của Shop Giảm 4% Đơn Tối Thiểu 159k₫ Giảm tối đa 8k₫ Sản phẩm nhất định Đã dùng 80%, HSD: 31.05.2026 Lưu 5 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
8,packaging,1,"hop vo","Mùi hương: oke Công dụng: tắm Phù hợp với loại da: k rõ Shop gửi đúng sản phẩm nhưng đóng gói không được kĩ lắm, hàng khá nặng nhưng chỉ lót 1 lớp túi khí mỏng bên dưới, hành nhận về bị vỡ hộp, chảy sữa tắm ra ngoài, may có lớp bao bì không chắc cũng chảy hết 😭 0:38"
8,packaging,1,"hop vo","Phù hợp với loại da: da mụn lưng Công dụng: giảm mụn,sạch da Mùi hương: thơm,matcha Sản phẩm: Hàng lỗi hoặc bị hư hỏng T bực kinh khủng,hàng j đâu mà bọc như cái giẻ rách,về bóc nó rách tứa lưa,chao sữa tắm minisize thì bể bay mẹ nắp. Shop mall mà t thấy nó rẻ rúm vlo. Chê 0:08"
8,packaging,1,"khong chong soc","Mùi hương: matcha và khổ qua Shop mall mà làm ăn kì ghê. Giới thiệu sản phẩm 850g mà trên chai chỉ có 800g. Hàng chất lỏng mà không chống sốc, không xốp, không gì, cứ thế cho vào hộp Chai thì đến bự mà đóng được nửa chai, còn lẻ 782 :)) Check mã vạch thì thấy cảnh báo thế này, không biết như nào luôn. 0:10 8 phantrongvien"
9,packaging,1,"hop vo","Công dụng: đã sử dụng vài lần Phù hợp với loại da: phù hợp da Mùi hương dễ chịu, nhẹ nhàng và dễ sử dụng 0:06"
9,packaging,1,"hop vo","Công dụng: xà phòng tắm Phù hợp với loại da: các loại da Mùi hương: nhẹ mjk đặt than tre loại mới nhưng sop lại gửi mẫu cũ và giá rẻ hơn, hộp chuyển hàng về thì móp méo, chai lọ thì móp, khâu đóng hàng mà quá tệ, may là không gãy vòi bể chai, nếu có âm sẽ cho sop âm sao 0:15"
10,packaging,1,"hop vo","Công dụng: .. Mùi hương: Tưởng shop u tín gì đâu. Phù hợp với loại da: . Thấy treo biển mua 1 tặng 1 nên bấm vào mua mặc dù shop khác bán 130k. Nhưng khi thêm vào giỏ hàng và đặt hàng lại chỉ nhận được 1 chai. Không có quà tặng. Báo shop thì shop kêu là lỗi lại mình không biết cách bấm mua nên chỉ nhận dc 1 chai. Chịu thua. Này có giống treo đầu rê bán thịt chó không cơ chứ. Lươn lẹo. Bực mình. 0:05"
10,packaging,1,"dong goi te","Công dụng: tắm Mùi hương: khổ qua Mình dùng hóa mỹ phẩm của Uni bao nhiêu năm nay rồi. Lần này mua hàng qua sàn để săn mã giảm giá của shopee. Nhưng shop đóng gói tệ quá. Trải nghiệm mua sắm quá tệ. Dầu gội chảy hết ra thùng, dính đầy ra các chai khác. Kem đánh răng có chống shock thì bọc sơ sài. 0:04"
11,wrong_missing_item,2,"giao thieu; thieu hang","Mùi hương: thom nhe Công dụng: giảm mụn, khổ qua, matcha Phù hợp với loại da: mọi lứa tuổi Mùi thơm nhẹ Thật sự đây là lần đầu tiên mình đánh 1 sao ⭐️ Cách giải quyết vấn đề của Unilever không thoả đáng, kéo dài thời gian về việc NHẬN THIẾU QUÀ TẶNG TRONG ĐƠN HÀNG, từ chối trách nhiệm đóng gói, và đổ lỗi do phía Shopee giao đơn Sau khi mình vừa nhận đơn xong, quay video Và phản hồi liền trên kênh live của Shop, có bạn nữ tóc dài, màu vàng, mặt đầy đặn hay nói mấy câu kiểu các tình yêu ơi… mình có hỏi về việc giao thiếu đơn, bạn đó trả lời kiểu lảng tránh trách nhiệm về đóng gói hàng của ShopUnilever và đổ lỗi cho Shopee giải quyết và còn chỉ trên live là bạn đừng có chọn là *thiếu hàng* vì sẽ lâu được duyệt đơn, bạn chỉ cần chọn trả hàng hoàn tiền do không cần nữa thôi là sẽ duyệt nhanh Và mình có nhắn tin riêng trong chatbox của Shop Có gặp một bạn tên T và tên L đều trả lời i chang nhau Rồi cuối cùng gặp bạn tên TN, nói chuyện nghe êm tai hơn, nhưng kéo dài thời gian giải quyết để hoàn thành đơn hàng Shopee, rồi trả lời câu cuối cùng là Tuy nhiên, phía Shop sẽ ghi nhận và làm việc với bộ phận liên quan để tiếp tục kiểm tra và đưa ra hướng xử lí phù hợp với đơn hàng của bạn ạ, ngay sau khi có kết quả Shop sẽ phản hồi đến bạn ngay, mong bạn thông cảm và chờ thêm giúp Shop nha, rồi xin lỗi cho xong Mình cũng đang chờ câu trả lời của Shop nha Unilever 0:58"
11,packaging,1,"khong co chong soc","Đặt bao nhiều lần rồi mà lần này bọc rất ẩu. Ko dán băng keo để cố định nắp và cũng ko có chống sốc cọc sản phẩm. Vận chuyển xa bung nắp đổ cả chai sữa tắm 0:14"
12,packaging,1,"dong goi khong chac","Shop đóng gói không chắc chắn, sữa tắm đổ tùm lum hết trơn, nhưng mà mùi thơm Nứt cả đáy, shop mall làm ăn vậy á 0:08 2 do_tam_1991"
12,packaging,1,"hop vo","Công dụng: lo Phù hợp với loại da: ko Mùi hương: ko Em dặn giao chai sản xuất mới mà sao lại đưa loại cũ v ạ ???? 0:14"
13,packaging,2,"dong goi so sai; goi so sai","Hàng mall mà đóng gói sơ sài, lúc đặt hàng vẫn còn quà tặng, lúc giao thì lại không có. Đến lúc nhắn thì bảo do hàng tặng hết. Săn sale chủ yếu là do có quà tặng, hết cũng không nhắn trước. Chán 0:05"
13,packaging,2,"dong goi te; khong chong soc","Đóng gói tệ hại khui trong hộp có cái gì là y nguyên, ko dán keo, ko chống sốc. Xà phòng xịt lum la nhớt hết cả cả cái hộp 0:13"
13,packaging,1,"hop vo","Phù hợp với loại da: sữa tắm Mùi hương: sữa tắm Công dụng: sữa tắm K hài lòng k có tặng quà thất vọng 0:04"
14,packaging,1,"dong goi khong can than","Giao hàng nhanh Đóng gói không cẩn thận Chai khổ qua matcha thì chỉ có được 2/3 Chai quà tặng thì chỉ có nửa chai Nói chung là làm ăn chán Không quay lại lần 2 0:04 2 linh088201"
14,seller_service,1,"khong tra loi","Shop giao cho chai bị thủng đáy. K biết do shop hay do bên vận chuyển làm hư hại sản phẩm. Nhắn tin thì shop k trả lời. Shop mall nhưng làm ăn k bằng những shop lẻ. Chắm sóc khách hàng quá tệ. 0:07"
14,packaging,1,"dong goi te","Giao hàng cực kỳ lâu, 4 ngày mới giao cho đơn vị vận chuyển. Đóng gói tệ : hộp bên ngoài bị nhàu nát, chống sốc bên trong mềm nhũn ko có tác dụng chống sốc. 0:19"
15,packaging,2,"dong goi so sai; goi so sai","video là hiện tại, đóng gói sơ sài, không có trách nhiệm xử lý khi khách hàng yêu cầu lí do tại sao xảy ra, 2 ảnh là hàng trước đó, đóng gói kĩ lưỡng 10đ nhưng giờ thì không, trả lời khách hàng như văn mẫu, cách làm ăn kiểu này thì thua."
16,packaging,1,"hop vo","Mùi hương: thơm dịu nhẹ Công dụng: làm sạch da giảm mụn chút xíu Phù hợp với loại da: mọi loại da Hộp đựng hàng thì móp méo rách, sản phẩm thì quấn băng dính trông mất thẩm mĩ quá, hàng tặng thì được nửa lọ mà bán đắt. Buồn mỗi khâu đóng gói 0:07"
16,packaging,1,"hop vo","Công dụng: SUa tam Mùi hương: Mui matcha thom Phù hợp với loại da: co Đóng gói quá sơ sài vận chuyển đến mình thì bị chảy sữa tắm ra ngoài 0:06 1 khiem1210"
