row_index,old_sentiment,new_sentiment,reason,review_text,cleaned_review,issue
1866,positive,neutral,neutral_or_mild_mixed,"Mình đã nhận được hàng rồi ạ! Giao hàng nhanh, đóng gói cẩn thận, sản phẩm giống y hình, chất lượng rất ổn so với giá tiền. Mình đã dùng thử và cảm thấy rất hài lòng: ✅ Sản phẩm đúng mô tả, không bị lỗi hay trầy xước. ✅ Chất lượng tốt, sử dụng ổn định, mang lại trải nghiệm đúng như kỳ vọng. ✅ Đóng gói kỹ, có chống sốc đầy đủ, không bị móp méo khi nhận. ✅ Shop hỗ trợ nhiệt tình, phản hồi nhanh và thân thiện. ✅ Giá cả hợp lý, phù hợp với túi tiền. Mình sẽ tiếp tục ủng hộ shop nếu có nhu cầu lần sau. Cảm ơn shop rất nhiều ❤️ 0:34",mình đã nhận duoc hàng rồi ạ giao hàng nhanh đóng gói cẩn thận san pham giống y hình chất lượng rất ổn so với giá tiền mình đã dùng thử và cảm thấy rất hài lòng san pham đúng mô tả khong bị lỗi hay trầy xước chất lượng tốt sử dụng ổn định mang lại trải nghiệm đúng như kỳ vọng đóng gói kỹ có chống sốc đầy đủ khong bị móp méo khi nhận shop hỗ trợ nhiệt tình phản hồi nhanh và thân thiện giá cả hợp lý phù hợp với túi tiền mình sẽ tiếp tục ủng hộ shop nếu có nhu cầu lần sau cảm ơn shop rất nhiều 0 34,no_issue
1870,positive,neutral,neutral_or_mild_mixed,"Chất lượng sản phẩm: Tốt Đúng với mô tả: Giống trên ảnh Áo dày dặn, không sợ bị hở bên trong. Dễ phối đồ, tôn da, mặc lên rất thoải mái, hơi ngắn ở phần hông, đóng gói hàng chỉn chu. Ai 60kg muốn rộng rãi nên đặt XL (Rộng hơn trong hình).",chất lượng san pham tốt đúng với mô tả giống trên ảnh áo dày dặn khong sợ bị hở bên trong dễ phối đồ tôn da mặc lên rất thoải mái hơi ngắn ở phần khong đóng gói hàng chỉn chu ai 60kg muốn rộng rãi nên đặt xl rộng hơn trong hình,no_issue
1878,positive,neutral,neutral_or_mild_mixed,"Chất lượng sản phẩm: 8/10. Đúng với mô tả: cũng đc tầm 8/10. Áo vải mềm lắm, săn sale có 60-70🐟, màu navi mặc sáng da lắm mn ui ai da ngâm nên mua nha. Mình 1m58 46kg mặc sz M rộng vừa và dài cũng tầm qua hông, mà cũng tùy dáng người mặc có rộng hay k nha. Màu như bên shop chụp nha tại mình chụp sáng nên màu mỗi ảnh sẽ hơi khác. Áo k dày k mỏng mà vừa phải mặc vô mát nha. 1 h.tranggg02",chất lượng san pham 8 10 đúng với mô tả cũng duoc tầm 8 10 áo vải mềm lắm săn sale có 60 70 màu navi mặc sáng da lắm moi nguoi ui ai da ngâm nên mua nha mình 1m58 46kg mặc sz m rộng vừa và dài cũng tầm qua khong mà cũng tùy dáng người mặc có rộng hay khong nha màu như bên shop chụp nha tại mình chụp sáng nên màu mỗi ảnh sẽ hơi khác áo khong dày khong mỏng mà vừa phải mặc vô mát nha 1 h tranggg02,no_issue
1883,negative,neutral,neutral_or_mild_mixed,"Chất lượng sản phẩm: tạm ổn Đúng với mô tả: đúng mô tả theo mình thấy áo lên form khá đẹp màu cũng vừa ý mình nhưng ban đầu mình nghĩ chất nó sẽ thun dãn mềm xíu nhưng có vẻ hơi thô nhẹ ráp ráp , m săn được 1/2 giá nên thấy ổn chứ nếu để mà nói so với giá gốc thì chất cũng không đẹp bằng mua ngoài , tuy nhiên thì cũng rcm mng đặt nhé 0:08",chất lượng san pham tạm ổn đúng với mô tả đúng mô tả theo mình thấy áo lên form khá đẹp màu cũng vừa ý mình nhưng ban đầu mình nghĩ chất nó sẽ thun dãn mềm xíu nhưng có vẻ hơi thô nhẹ ráp ráp m săn duoc 1 2 giá nên thấy ổn chứ nếu để mà nói so với giá gốc thì chất cũng khong đẹp bằng mua ngoài tuy nhiên thì cũng rcm moi nguoi đặt nhé 0 08,product_quality
1893,positive,neutral,neutral_or_mild_mixed,Chất lượng sản phẩm: giống với hình ảnh đẹp mát mẻ và không giao hàng quá lâu giá đúng đắn 0:06,chất lượng san pham giống với hình ảnh đẹp mát mẻ và khong giao hàng quá lâu giá đúng đắn 0 06,no_issue
1901,positive,neutral,neutral_or_mild_mixed,Chất lượng sản phẩm: tốt Đúng với mô tả: đúng Shop bảo mk mặc sz M qua mông nhưng bình thường mk hay mặc áo sz L nên mk đã mua sz L . Nếu mà mua sz M chắc chắn sẽ k qua mông các bạn nữ nếu muốn mặc rộng từ m55 trở lên thì nên chọn sz XL vì mỗi sz chỉ hơn nhau vài cm,chất lượng san pham tốt đúng với mô tả đúng shop bảo mk mặc sz m qua mông nhưng binh thuong mk hay mặc áo sz l nên mk đã mua sz l nếu mà mua sz m chắc chắn sẽ khong qua mông các bạn nữ nếu muốn mặc rộng từ m55 trở lên thì nên chọn sz xl vì mỗi sz chỉ hơn nhau vài cm,no_issue
1905,positive,neutral,neutral_or_mild_mixed,"Chất vải khá ổn với tầm giá, k được dày dặn lắm nhưng mình thấy mẫu mã đẹp ok 0:12",chất vải khá ổn với tầm giá khong duoc dày dặn lắm nhưng mình thấy mẫu mã đẹp ok 0 12,no_issue
1930,positive,neutral,neutral_or_mild_mixed,Đúng với mô tả: toots Chất lượng sản phẩm: đẹp Sản phẩm của em đi đẹp mặc hơi rộng nhưng không có gì vậy,đúng với mô tả toots chất lượng san pham đẹp san pham của em đi đẹp mặc hơi rộng nhưng khong có gì vậy,no_issue
1935,positive,neutral,neutral_or_mild_mixed,Chất lượng sản phẩm: tốt Đúng với mô tả: đúng Áo xinh nhg t đặt nhầm size nên hơi rộng.nhg vải khá thoáng mát màu xinh,chất lượng san pham tốt đúng với mô tả đúng áo xinh nhg t đặt nhầm size nên hơi rộng nhg vải khá thoáng mát màu xinh,no_issue
1938,neutral,positive,received_enough_or_matches_description,"Áo màu giống hình, hình thêu đẹp, nhiwng chất siêu cứng không biết giặt có mềm không, sợ xù nữa, chứ chất này mặc mà ko mềm ra là sẽ ngứa 0:04",áo màu giống hình hình thêu đẹp nhiwng chất siêu cứng khong biết giặt có mềm khong sợ xù nữa chứ chất này mặc mà khong mềm ra là sẽ ngứa 0 04,product_quality
1951,neutral,positive,received_enough_or_matches_description,Đúng với mô tả: đúng với mô tả Chất lượng sản phẩm: sản phẩm tốt Áo xinh nha phù hợp với giá tiền nhaa,đúng với mô tả đúng với mô tả chất lượng san pham san pham tốt áo xinh nha phù hợp với giá tiền nhaa,no_issue
1956,positive,neutral,neutral_or_mild_mixed,"Kích thước: Áo phông này có chất vải mềm, thoáng mát, mặc rất dễ chịu trong thời tiết nóng. Form dáng trẻ trung, dễ phối đồ đi học hoặc đi chơi. Màu sắc đa dạng, ít phai sau giặt. Tuy nhiên, vải hơi mỏng nên cần mặc cẩn thận một chút nữa",kích thước áo phông này có chất vải mềm thoáng mát mặc rất dễ chịu trong thời tiết nóng form dáng trẻ trung dễ phối đồ đi học hoặc đi chơi màu sắc đa dạng ít phai sau giặt tuy nhiên vải hơi mỏng nên cần mặc cẩn thận một chút nữa,no_issue
1958,neutral,negative,clear_negative_issue,"Đường may hơi lệch ,có 1 vết màu xanh ở tay áo còn lại thì oke mặc mát lắm",đường may hơi lệch có 1 vết màu xanh ở tay áo còn lại thì oke mặc mát lắm,product_quality
1966,positive,neutral,neutral_or_mild_mixed,Chất lượng sản phẩm: đẹp Đúng với mô tả: khá đúng Vải khá đẹp mình đặt size l nên hơi rộng nhưng cx okla,chất lượng san pham đẹp đúng với mô tả khá đúng vải khá đẹp mình đặt size l nên hơi rộng nhưng cx okla,no_issue
1967,neutral,positive,received_enough_or_matches_description,Đúng với mô tả: đúng Chất lượng sản phẩm: ok Ủa alo shop ơi mắc gì lấy đơn người ta bom rồi giao lại cho khách ???,đúng với mô tả đúng chất lượng san pham ok ủa alo shop ơi mắc gì lấy đơn người ta bom rồi giao lại cho khách,seller_service
1968,negative,neutral,neutral_or_mild_mixed,Áo vải dày dặn mà đường chỉ 2 bên hông không đều,áo vải dày dặn mà đường chỉ 2 bên khong khong đều,product_quality
1981,negative,neutral,reward_or_spam_neutral,"Để size M 40-55kg nhưng mình 49kg mặc vẫn hơi kích, vải dằn dặn, đẹp, nhưng vẫn có chỉ thừa, mk giặt lần 2 đã bị bung chỉ, hình ảnh mang tính chất nhận xu",để size m 40 55kg nhưng mình 49kg mặc vẫn hơi kích vải dằn dặn đẹp nhưng vẫn có chỉ thừa mk giặt lần 2 đã bị bung chỉ hình ảnh mang tính chất nhận xu,product_quality
1982,positive,neutral,neutral_or_mild_mixed,"Đúng với mô tả: đungn Chất lượng sản phẩm: ổn áo giá này thì cũng tạm ổn ,mỏng hơn mình nghĩ thui nhưng cũng ok nên mua,nếu có sz S thì đẹp",đúng với mô tả đungn chất lượng san pham ổn áo giá này thì cũng tạm ổn mỏng hơn mình nghĩ thui nhưng cũng ok nên mua nếu có sz s thì đẹp,no_issue
1983,positive,neutral,reward_or_spam_neutral,"Hình ảnh chỉ mang tính chất minh hoạ. Sản phẩm đẹp, như hình, chất vải dày dặn, mặc ấm, nên mua nha",hình ảnh chỉ mang tính chất minh hoạ san pham đẹp như hình chất vải dày dặn mặc ấm nên mua nha,no_issue
1990,neutral,positive,received_enough_or_matches_description,Đúng với mô tả: ddungs Chất lượng sản phẩm: đúng soham đúng nhm giặt là sẽ bị xủ linh nha mdsnjdjdjdjdjd 0:22,đúng với mô tả ddungs chất lượng san pham đúng soham đúng nhm giặt là sẽ bị xủ linh nha mdsnjdjdjdjdjd 0 22,product_quality
1991,negative,neutral,neutral_or_mild_mixed,chất áo cũng tạm ổn nhưng mà có một vài lỗi nhẹ mong shop chú ý hơn để hoàn thiện hơn ạ 0:07,chất áo cũng tạm ổn nhưng mà có một vài lỗi nhẹ mong shop chú ý hơn để hoàn thiện hơn ạ 0 07,product_quality
1995,positive,neutral,neutral_or_mild_mixed,"Mình mua 3 áo thì thấy chất áo đỏ với nâu giống nhau, mỏng nhưng co giãn tốt hơn còn màu đen chất dày dặn hơn hẳn, nhưng lại k giãn lắm, nhưng màu đen vải có vẻ k bị nhão, còn đỏ với nâu thì hiện tại mình mua đc 2 tuần thấy mặc vẫn ôm, mong k bị giãn nhiều Mẫu cổ tròn mình mặc sz S vừa, mà mẫu này mặc màu đen sz S bị trật 🥹 0:25 1 h*****5",mình mua 3 áo thì thấy chất áo đỏ với nâu giống nhau mỏng nhưng co giãn tốt hơn còn màu đen chất dày dặn hơn hẳn nhưng lại khong giãn lắm nhưng màu đen vải có vẻ khong bị nhão còn đỏ với nâu thì hiện tại mình mua duoc 2 tuần thấy mặc vẫn ôm mong khong bị giãn nhiều mẫu cổ tròn mình mặc sz s vừa mà mẫu này mặc màu đen sz s bị trật 0 25 1 h 5,no_issue
2002,positive,neutral,neutral_or_mild_mixed,"Chất liệu: chất liệu không quá dày cũng không quá mỏng, vải mặc mát thấm mồ hôi tốt Màu sắc: màu xanh rêu chuẩn, chụp ảnh lên hơi có sự chênh lệch một tí nhưng bên ngoài là màu xanh rêu nhé ￼ cho 4 sao vì áo có độ hoàn thiện chưa cao, còn chỉ thừa 0:12 0:11",chất liệu chất liệu khong quá dày cũng khong quá mỏng vải mặc mát thấm mồ hôi tốt màu sắc màu xanh rêu chuẩn chụp ảnh lên hơi có sự chênh lệch một tí nhưng bên ngoài là màu xanh rêu nhé cho 4 sao vì áo có độ hoàn thiện chua cao còn chỉ thừa 0 12 0 11,product_quality
2004,negative,neutral,neutral_or_mild_mixed,"Chất liệu: vải co giãn tốt Màu sắc: hồng Chất liệu áo ok. Áo còn sót nhiều vải + chỉ thừa. 2 bên cổ đường may ko đều, bờ vai áo 1 bên lật về trước, 1 bên lật về sau, nhưng nhìn chung tạm ổn. 0:21",chất liệu vải co giãn tốt màu sắc hồng chất liệu áo ok áo còn sót nhiều vải chỉ thừa 2 bên cổ đường may khong đều bờ vai áo 1 bên lật về trước 1 bên lật về sau nhưng nhìn chung tạm ổn 0 21,product_quality
2013,positive,neutral,neutral_or_mild_mixed,"Trước mắt mình bận thử thấy áo thoải mái, co dãn tốt có điều chỉ thừa hơi nhiều nha. Shop chuẩn bị cũng chu đáo, dth. 0:21",trước mắt mình bận thử thấy áo thoải mái co dãn tốt có điều chỉ thừa hơi nhiều nha shop chuẩn bị cũng chu đáo dth 0 21,product_quality
2015,positive,neutral,neutral_or_mild_mixed,"áo xinh lắm mn ơi, nma vải hơi mỏng nha kh muốn bị lộ thì mặc màu đen ấyy hack eo cực nha cổ tim thích hợp với mấy bà tam giác ngược giống tui đó chất vải co dãn shipper nhiệt tình, keo lì tái châu, áo cũng rẻ kh biết mặc được bao lâu nma nthe cũng ổn rồi 😋😋😋😋😋😋😋😋😋😋 0:12 1 beautiful_manoke",áo xinh lắm moi nguoi ơi nma vải hơi mỏng nha khong muốn bị lộ thì mặc màu đen ấyy hack eo cực nha cổ tim thích hợp với mấy bà tam giác ngược giống tui đó chất vải co dãn shipper nhiệt tình keo lì tái châu áo cũng rẻ khong biết mặc duoc bao lâu nma nthe cũng ổn rồi 0 12 1 beautiful manoke,product_quality
2028,positive,neutral,neutral_or_mild_mixed,"Áo lên form rất đẹp lun ý, mua lẹ lẹ đi mọi ngừi. Vải cũng tạm ổn, kh đến mức xấu lắm so với giá thành 0:31",áo lên form rất đẹp lun ý mua lẹ lẹ đi mọi ngừi vải cũng tạm ổn khong đến mức xấu lắm so với giá thành 0 31,no_issue
2032,neutral,negative,clear_negative_issue,Áo chất đẹp nhưng áo bị lũng lỗ nhỏ nhg mik khâu chỗ đấy lại nên cx tạm shop lưu ý khi đóng gói hàng nhé,áo chất đẹp nhưng áo bị lũng lỗ nhỏ nhg mik khâu chỗ đấy lại nên cx tạm shop lưu ý khi đóng gói hàng nhé,product_quality
2033,positive,neutral,reward_or_spam_neutral,Đúng với mô tả: đúng Chất liệu: kh bic Màu sắc: xanh than oci nha tr nên mua vải co giãn h/ảnh chỉ mang t/chất nhận xu nhe,đúng với mô tả đúng chất liệu khong bic màu sắc xanh than oci nha tr nên mua vải co giãn h ảnh chỉ mang t chất nhận xu nhe,no_issue
2051,positive,neutral,neutral_or_mild_mixed,"Chất liệu: co dãn bó sát Màu sắc: đen Ôm lên dáng khá đẹp, phối với quần đùi bó sát nx là OK",chất liệu co dãn bó sát màu sắc đen ôm lên dáng khá đẹp phối với quần đùi bó sát nx là ok,no_issue
2062,negative,positive,received_enough_or_matches_description,"Màu sắc: đỏ mận Chất liệu: thun Đúng với mô tả: giống như hình Bữa trước mua một cái màu đỏ đô mặc thấy cũng đẹp,nay mua thêm cái đỏ mận,2 cái đều size M mà cái đỏ mận nhỏ xíu giống như size S vậy ak 0:09",màu sắc đỏ mận chất liệu thun đúng với mô tả giống như hình bữa trước mua một cái màu đỏ đô mặc thấy cũng đẹp nay mua thêm cái đỏ mận 2 cái đều size m mà cái đỏ mận nhỏ xíu giống như size s vậy ak 0 09,product_attribute
2068,neutral,negative,clear_negative_issue,Chất liệu: áo chất liệu khá mêm Vừa người nha nma mih thấy là nhiều chỉ thừa lắm chắc mặc đựt mấy lần là bung thoi😅😅 0:04,chất liệu áo chất liệu khá mêm vừa người nha nma mih thấy là nhiều chỉ thừa lắm chắc mặc đựt mấy lần là bung thoi 0 04,product_quality
2077,positive,neutral,neutral_or_mild_mixed,Chất liệu: vải thun Màu sắc: trắng Đúng với mô tả: hơi hoie Áo đẹp co dãn tốt nm màu trắng hơi lộ nhé các màu khác chắc ổn hơn 0:15,chất liệu vải thun màu sắc trắng đúng với mô tả hơi hoie áo đẹp co dãn tốt nm màu trắng hơi lộ nhé các màu khác chắc ổn hơn 0 15,product_quality
2079,neutral,positive,received_enough_or_matches_description,Chất liệu: vải co giãn Màu sắc: đúng màu,chất liệu vải co giãn màu sắc đúng màu,no_issue
2082,positive,neutral,neutral_or_mild_mixed,Chất liệu: co dan ôm Màu sắc: reeu lanhj Áo Okk mua nhiều lần sẽ quay lại mua thêm dáng mh mặc bị ôm ai muốn rộng hơn lên tăng sz nhé 0:40,chất liệu co dan ôm màu sắc reeu lanhj áo okk mua nhiều lần sẽ quay lại mua thêm dáng mh mặc bị ôm ai muốn rộng hơn lên tăng sz nhé 0 40,no_issue
2083,neutral,negative,clear_negative_issue,Nói chung cũng được áo ko ôm lắm size s mà ko ôn thì mấy size kia cũng hơi rộng đấy 0:12 0:05,nói chung cũng duoc áo khong ôm lắm size s mà khong ôn thì mấy size kia cũng hơi rộng đấy 0 12 0 05,product_attribute
2103,neutral,positive,strong_positive_or_good_value,Shop giao đúng mẫu mã đúng màu . Lần trước mình mua 2 áo kiểu này tại shop thích mặc thoai mái nên mua size L về mặc ôm đẹp. Lần nay mua màu đỏ size L nhận về mặc hơi rộng giống size XL hơn 0:07,shop giao đúng mẫu mã đúng màu lần trước mình mua 2 áo kiểu này tại shop thích mặc thoai mái nên mua size l về mặc ôm đẹp lần nay mua màu đỏ size l nhận về mặc hơi rộng giống size xl hơn 0 07,product_attribute
2107,negative,neutral,neutral_or_mild_mixed,"Chất liệu: thun mềm mịn Màu sắc: xanh đen, hồng Cùng mã, cùng size L mà chênh lệch dữ v ta , nên cái hồng mặc hơi rộng, xấu hơn, cận tết r làm biếng đổi quá 🥲 cái thứ 8 của shop r á mà đợt này hơi xu cà na nha 0:14",chất liệu thun mềm mịn màu sắc xanh đen hồng cùng mã cùng size l mà chênh lệch dữ v ta nên cái hồng mặc hơi rộng xấu hơn cận tết r làm biếng đổi quá cái thứ 8 của shop r á mà đợt này hơi xu cà na nha 0 14,product_attribute
2109,positive,neutral,neutral_or_mild_mixed,"Chất liệu: mềm, co dãn tốt, ôm sát người Màu sắc: ngả xám Phần cổ có nhiều chỉ thừa",chất liệu mềm co dãn tốt ôm sát người màu sắc ngả xám phần cổ có nhiều chỉ thừa,no_issue
2117,positive,neutral,neutral_or_mild_mixed,Màu sắc: den Đúng với mô tả: đúng Chất liệu: vải thun Giao hàng nhanh shipeer nhiệt tình giá tạm ổn chất lượng bình thường không có gì nổi bật,màu sắc den đúng với mô tả đúng chất liệu vải thun giao hàng nhanh shipeer nhiệt tình giá tạm ổn chất lượng binh thuong khong có gì nổi bật,no_issue
2121,neutral,positive,strong_positive_or_good_value,Shop giao đủ sản phẩm. Chất lượng sản phẩm ổn so với giá tiền. Màu dìm da Giao hàng 3n 0:05,shop giao đủ san pham chất lượng san pham ổn so với giá tiền màu dìm da giao hàng 3n 0 05,no_issue
2125,positive,neutral,neutral_or_mild_mixed,Chất liệu: co dan Màu sắc: xanh màu đẹp 0:08,chất liệu co dan màu sắc xanh màu đẹp 0 08,no_issue
2129,neutral,negative,clear_negative_issue,"Nhận áo từ hôm qua mình đã thấy có vết bẩn này cứ nghĩ chỉ là bị bẩn hay ướt gì đó nên k đổi trả mà đem đi giặt. thế đ nào giặt xong rồi vẫn thấy vết chình ình ở đấy?? form cũng được, áo mỏng, chỉ thừa nhiều vl mua 3 cái r đều vậy k phải do xui. đùa chứ rẻ thì có rẻ nhưng k mặc được thì làm giẻ lau à 😇 2 phngthobth714",nhận áo từ hôm qua mình đã thấy có vết bẩn này cứ nghĩ chỉ là bị bẩn hay ướt gì đó nên khong đổi trả mà đem đi giặt thế đ nào giặt xong rồi vẫn thấy vết chình ình ở đấy form cũng duoc áo mỏng chỉ thừa nhiều vl mua 3 cái r đều vậy khong phải do xui đùa chứ rẻ thì có rẻ nhưng khong mặc duoc thì làm giẻ lau à 2 phngthobth714,product_quality
2131,negative,neutral,neutral_or_mild_mixed,"Màu sắc: mau trang Đồ xinhhhhhhhhhh cũng được mà đóng gói hơi kì nha, t tính t đang mua kiện hàng bom á :) 0:12 0:06",màu sắc mau trang đồ xinhhhhhhhhhh cũng duoc mà đóng gói hơi kì nha t tính t đang mua kiện hàng bom á 0 12 0 06,packaging
2140,negative,neutral,neutral_or_mild_mixed,Chất liệu: không bt Màu sắc: nâu Màu nó ko đc đẹp bị rác tận 2 chỗ mua ở shop nhiều lần đầu bị như này 0:06,chất liệu khong binh thuong màu sắc nâu màu nó khong duoc đẹp bị rác tận 2 chỗ mua ở shop nhiều lần đầu bị như này 0 06,product_quality
2150,negative,neutral,neutral_or_mild_mixed,"Màu sắc: đẹp Chất liệu: bình thường Nhiều chỉ thừa, đường may ko chắc chắn, áo cũng được",màu sắc đẹp chất liệu binh thuong nhiều chỉ thừa đường may khong chắc chắn áo cũng duoc,product_quality
2154,negative,positive,received_enough_or_matches_description,"Màu sắc: ok Đúng với mô tả: ok Chất liệu: ok chất lượng k đổng đêfu, cùng 1 size mà màu đỏ ngắn rõ so với màu xanh. T thì thích mặc dài nên k thich lắm",màu sắc ok đúng với mô tả ok chất liệu ok chất lượng khong đổng đêfu cùng 1 size mà màu đỏ ngắn rõ so với màu xanh t thì thích mặc dài nên khong thich lắm,product_attribute
2164,negative,neutral,neutral_or_mild_mixed,"Màu sắc: đen Chật nách nha mn, vải cũng không co dãn lắm, lên form không ok lắm nhất là cổ áo , giá như vậy thì cũng ko còn j nữa để chê,cái tap may chỗ gáy siêu xấu",màu sắc đen chật nách nha moi nguoi vải cũng khong co dãn lắm lên form khong ok lắm nhất là cổ áo giá như vậy thì cũng khong còn j nữa để chê cái tap may chỗ gáy siêu xấu,product_quality
2166,neutral,positive,strong_positive_or_good_value,"áo size nhỏ nên mua size l,xl để thoải mái hơn",áo size nhỏ nên mua size l xl để thoải mái hơn,product_attribute
2191,neutral,positive,received_enough_or_matches_description,Đúng với mô tả: Con người là hai cá thể độc lậpHọ làm gì là quyền của họMình cũng thếCon người vì duyên nợ mà gắn kếtVì nghĩ cho nhau mà thêm gần...Không nghĩ về nhau sẽ xa dần...Con người vì nghĩ không thông mà tổn thươngVì cố chấp mà oán tráchNgười là người Và ta là ta...,đúng với mô tả con người là hai cá thể độc lậphọ làm gì là quyền của họmình cũng thếcon người vì duyên nợ mà gắn kếtvì nghĩ cho nhau mà thêm gần khong nghĩ về nhau sẽ xa dần con người vì nghĩ khong thông mà tổn thươngvì cố chấp mà oán tráchngười là người và ta là ta,spam_irrelevant
2204,negative,neutral,neutral_or_mild_mixed,"Mình thấy vải hơi mỏng, tiền nào của nấy thui. Theo số đo của mình thì mọi người nên tăng 1 size cho thoai mái, hơi ôm quá, đường may khong chắc chắn, bị bung và chỉ thừa nhiều",mình thấy vải hơi mỏng tiền nào của nấy thui theo số đo của mình thì moi nguoi nên tăng 1 size cho thoai mái hơi ôm quá đường may khong chắc chắn bị bung và chỉ thừa nhiều,product_quality
2224,negative,neutral,neutral_or_mild_mixed,Chất liệu: thun co dan Màu sắc: tôn da Tiền nào của đó ọ rẻ thì đường may ẩu thả lệch lạc cổ From ôm nhum vải hơi mỏng lộ vân bra nhe 0:05,chất liệu thun co dan màu sắc tôn da tiền nào của đó ọ rẻ thì đường may ẩu thả lệch lạc cổ from ôm nhum vải hơi mỏng lộ vân bra nhe 0 05,product_quality
2227,negative,neutral,neutral_or_mild_mixed,"Màu okie nhưng mà mẫu xấu vải xấu hơn mã C6 rất nhiều á mn. Hơi dài và rộng hơn nữa á, nm mà thui mặc cũng được 0:06",màu okie nhưng mà mẫu xấu vải xấu hơn mã c6 rất nhiều á moi nguoi hơi dài và rộng hơn nữa á nm mà thui mặc cũng duoc 0 06,product_attribute
2230,negative,neutral,neutral_or_mild_mixed,Giao hàng khá nhanh mấy hôm đóng gói cũng được hàng khá giống hình hơi mỏng quá 0:04,giao hàng khá nhanh mấy hôm đóng gói cũng duoc hàng khá giống hình hơi mỏng quá 0 04,product_quality
2239,negative,neutral,neutral_or_mild_mixed,Màu sắc: aos mauf xams Đúng với mô tả: đúng với mô tả Chất liệu: vải thun mềm Áo mới nhận đã dính gì vàng vàng mà nó thúi thúi dị shop 0:08,màu sắc aos mauf xams đúng với mô tả đúng với mô tả chất liệu vải thun mềm áo mới nhận đã dính gì vàng vàng mà nó thúi thúi dị shop 0 08,product_quality
2241,negative,neutral,neutral_or_mild_mixed,"Màu sắc: giống ảnh Sản phẩm: Sản phẩm chất lượng kém, Sản phẩm không như mô tả Cũng mua hàng của shop nhưng màu xám tiêu bên tik tok mà áo vải rất đẹp ,co giãn tốt ,k bị giãn dài ra,vải k mỏng,còn mua bên này đỏ mận áo dãn hơn cái mua trước 8cm vải rất mỏng,xấu,áo cực kì giãn không đáng giá 75k,cực kì xấu ,áo xám mặc 2 tháng vẫn vậy ,áo đỏ vừa mua về chưa mặc đo thử đã giãn hơn 8cm là sao đây",màu sắc giống ảnh san pham san pham chất lượng kém san pham khong như mô tả cũng mua hàng của shop nhưng màu xám tiêu bên tik tok mà áo vải rất đẹp co giãn tốt khong bị giãn dài ra vải khong mỏng còn mua bên này đỏ mận áo dãn hơn cái mua trước 8cm vải rất mỏng xấu áo cực kì giãn khong đáng giá 75k cực kì xấu áo xám mặc 2 tháng vẫn vậy áo đỏ vừa mua về chua mặc đo thử đã giãn hơn 8cm là sao đây,product_quality
2243,neutral,positive,received_enough_or_matches_description,Màu sắc: bị bạc màu Đúng với mô tả: kh Chất liệu: ổn thấy đẹp mua 2 lần về lần sau cái màu nó bạc hơn cái lần trước trong khi mới mặc lần đầu,màu sắc bị bạc màu đúng với mô tả khong chất liệu ổn thấy đẹp mua 2 lần về lần sau cái màu nó bạc hơn cái lần trước trong khi mới mặc lần đầu,product_attribute
2244,negative,neutral,neutral_or_mild_mixed,Màu sắc: hồng Đúng với mô tả: chật độ co dãn ít chất vải phù hợp với giá tiền nhưng độ co dãn ít . mình mặc size s nhưng mua size về mặc lại không vừa hơi chật 0:21,màu sắc hồng đúng với mô tả chật độ co dãn ít chất vải phù hợp với giá tiền nhưng độ co dãn ít mình mặc size s nhưng mua size về mặc lại khong vừa hơi chật 0 21,product_attribute
2255,neutral,positive,received_enough_or_matches_description,Màu sắc: join date may mắn và hạnh phúc của mình ạ em cảm ơn m nha khoa hoc anh van Đúng với mô tả: ý nghĩa của từ hy viên và Chất liệu: hhhhhhhhhhhhhhhhh,màu sắc join date may mắn và hạnh phúc của mình ạ em cảm ơn m nha khoa hoc anh van đúng với mô tả ý nghĩa của từ hy viên và chất liệu hhhhhhhhhhhhhhhhh,spam_irrelevant
2265,negative,neutral,neutral_or_mild_mixed,"Màu sắc: đúng Chất liệu: được Đúng với mô tả: đúng nhiều chỉ thừa nha, mang hơi chật, đường may ko chỉnh chu dễ bung",màu sắc đúng chất liệu duoc đúng với mô tả đúng nhiều chỉ thừa nha mang hơi chật đường may khong chỉnh chu dễ bung,product_attribute
2274,negative,neutral,neutral_or_mild_mixed,"Hàng giao quá lâu, 5 ngày mới nhận được",hàng giao quá lâu 5 ngày mới nhận duoc,shipping_delivery
2280,negative,neutral,neutral_or_mild_mixed,"Áo co dãn, nhưng mà mỏng lắm, mặc vào bị lộ cả áo trong mặc dù áo trong màu trắng, đợt có mua mẫu cổ vuông bên shop thấy oke nên mới mua thêm mẫu này, mà chất vải khác biệt thiệt sự 0:14",áo co dãn nhưng mà mỏng lắm mặc vào bị lộ cả áo trong mặc dù áo trong màu trắng đợt có mua mẫu cổ vuông bên shop thấy oke nên mới mua thêm mẫu này mà chất vải khác biệt thiệt sự 0 14,product_quality
2321,negative,positive,strong_positive_or_good_value,"đặt niềm tin vô shop này ai ngờ áo nó 6 vãi luôn á,bảo from siết eo ôm eo mà t bận nó rộng cỡ áo thun luôn á ý là size S mà siết k nỗi trong khi eo có 62 63 mà còn rộng mà trên vd thì áo ôm đẹp lắm cơ,qâu thất vọng",đặt niềm tin vô shop này ai ngờ áo nó 6 vãi luôn á bảo from siết eo ôm eo mà t bận nó rộng cỡ áo thun luôn á ý là size s mà siết khong nỗi trong khi eo có 62 63 mà còn rộng mà trên vd thì áo ôm đẹp lắm cơ qâu thất vọng,product_attribute
