review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,source,processed_text
174,"Đóng gói ko chắc chắn, gãy 1 bên ăng ten, test cam tạm được",negative,packaging,yes,damaged_defective,free_text_review,shopee_real_scraped,đóng gói ko chắc chắn gãy 1 bên ăng ten test cam tạm được
175,Giao hàng nhanh,neutral,no_issue,no,,free_text_review,shopee_real_scraped,giao hàng nhanh
176,"Chất lượng sản phẩm: ok Tính năng nổi bật: ok 100 TỪ ĐỒNG NGHĨA DÂN IELTS PHẢI THUỘC LÒNG important = crucial, significant = quan trọng common = universal, ubiquitous = phổ biến abundant = ample, plentiful = dồi dào stick = adhere, cling = gắn với neglect = ignore = không quan tâm near = adjacent, adjoin = gần pursue = woo, seek = theo đuổi accurate = precise, exact = chính xác vague = obscure = mơ hồ top = peak, summit = đỉnh competitor = rival, opponent = đối thủ blame = condemn = đổ lỗi opinion = perspective, standpoint = quan điểm fame = prestige, reputation = danh tiếng build = erect, establish = xây dựng insult = humiliate = xúc phạm complain = grumble = phàn nàn primary = radical, fundamental = chính relieve = alleviate = xoa dịu force = coerce into, compel = bắt ép enlarge = magnify = mở rộng complex = intricate = phức tạp lonely = solitary = cô đơn small = minuscule, minute = nhỏ bé praise = extol, compliment = ca ngợi hard-working = assiduous = chăm chỉ difficult = arduous = khó khăn poor (soil) = barren, infertile = cằn cỗi fragile = brittle, vulnerable = dễ tổn thương show = demonstrate = thể hiện big = massive, colossal, tremendous = to lớn avoid = shun = tránh fair = impartial = công bằng attack = assault = tấn công dislike = abhor, loathe = không thích ruin = devastate = phá hủy always = invariably = luôn luôn forever = perpetual, immutable = mãi mãi surprise = startle, astound, astonish = bất ngờ enthusiasm = zeal, fervency = nhiệt huyết quiet = tranquil, serene = bình lặng expensive = exorbitant = đắt đỏ luxurious = lavish, sumptuous = sang chảnh boring = tedious = nhàm chán respect = esteem = tôn trọng worry = fret = lo lắng cold = chilly, icy = lạnh hot = boiling = nóng dangerous = perilous = nguy hiểm only = unique, distinctive = độc đáo stop = cease = ngừng part = component = phần result = consequence = kết quả obvious = apparent, manifest = hiển nhiên based on = derived from = dựa trên quite = fairly = khá pathetic = lamentable = thảm hại field = domain = lĩnh vực appear = emerge = xuất hiện whole = entire = tất cả wet = moist, damp, humid = ẩm ướt wrong = erroneous = sai lầm difficult = formidable = khó khăn change = convert = biến đổi typical = quintessential = điển hình careful = cautious, prudent = cẩn thận ability = capacity, capability = năng lực strange = eccentric = kỳ lạ rich= affluent = giàu có use = utilize = sử dụng dubious = skeptical = nghi ngờ satisfy = gratify = thỏa mãn short = fleeting, ephemeral = ngắn ngủi scholarship = fellowship = học bổng smelly = malodorous = bốc mùi ugly = hideous = xấu xí attractive = appealing, absorbing = thu hút diverse = miscellaneous = đa dạng disorder = disarray, chaos = hỗn loạn crazily = frantically = điên rồ rapid = meteoric = nhanh",neutral,spam_irrelevant,yes,wrong_missing_item,spam_irrelevant,shopee_real_scraped,chất lượng sản phẩm ok tính năng nổi bật ok 100 từ đồng nghĩa dân ielts phải thuộc lòng important crucial significant quan trọng common universal ubiquitous phổ biến abundant ample plentiful dồi dào stick adhere cling gắn với neglect ignore không quan tâm near adjacent adjoin gần pursue woo seek theo đuổi accurate precise exact chính xác vague obscure mơ hồ top peak summit đỉnh competitor rival opponent đối thủ blame condemn đổ lỗi opinion perspective standpoint quan điểm fame prestige reputation danh tiếng build erect establish xây dựng insult humiliate xúc phạm complain grumble phàn nàn primary radical fundamental chính relieve alleviate xoa dịu force coerce into compel bắt ép enlarge magnify mở rộng complex intricate phức tạp lonely solitary cô đơn small minuscule minute nhỏ bé praise extol compliment ca ngợi hard working assiduous chăm chỉ difficult arduous khó khăn poor soil barren infertile cằn cỗi fragile brittle vulnerable dễ tổn thương show demonstrate thể hiện big massive colossal tremendous to lớn avoid shun tránh fair impartial công bằng attack assault tấn công dislike abhor loathe không thích ruin devastate phá hủy always invariably luôn luôn forever perpetual immutable mãi mãi surprise startle astound astonish bất ngờ enthusiasm zeal fervency nhiệt huyết quiet tranquil serene bình lặng expensive exorbitant đắt đỏ luxurious lavish sumptuous sang chảnh boring tedious nhàm chán respect esteem tôn trọng worry fret lo lắng cold chilly icy lạnh hot boiling nóng dangerous perilous nguy hiểm only unique distinctive độc đáo stop cease ngừng part component phần result consequence kết quả obvious apparent manifest hiển nhiên based on derived from dựa trên quite fairly khá pathetic lamentable thảm hại field domain lĩnh vực appear emerge xuất hiện whole entire tất cả wet moist damp humid ẩm ướt wrong erroneous sai lầm difficult formidable khó khăn change convert biến đổi typical quintessential điển hình careful cautious prudent cẩn thận ability capacity capability năng lực strange eccentric kỳ lạ rich affluent giàu có use utilize sử dụng dubious skeptical nghi ngờ satisfy gratify thỏa mãn short fleeting ephemeral ngắn ngủi scholarship fellowship học bổng smelly malodorous bốc mùi ugly hideous xấu xí attractive appealing absorbing thu hút diverse miscellaneous đa dạng disorder disarray chaos hỗn loạn crazily frantically điên rồ rapid meteoric nhanh
177,Chất lượng sản phẩm: tốt Đúng với đơn hàng tốt,positive,no_issue,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm tốt đúng với đơn hàng tốt
178,"Sóng wifi kém, hàng giao bị nứt 1 chân ốc. Nói chung giá rẻ nên cũng chấp nhận đc",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,sóng wifi kém hàng giao bị nứt 1 chân ốc nói chung giá rẻ nên cũng chấp nhận đc
179,Chất lượng ảnh ban ngày thì cũng tạm được. Ban đêm thì kém quá không bằng hãng khác 1mpx .với giá rẻ như vậy thì cũng không thể đòi hỏi nhiều,positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped,chất lượng ảnh ban ngày thì cũng tạm được ban đêm thì kém quá không bằng hãng khác 1mpx với giá rẻ như vậy thì cũng không thể đòi hỏi nhiều
180,"Hình ảnh ở mức tạm được, ko nét cho lắm dù gần modem wifi . dc cái dễ lắp và cài đặt",neutral,no_issue,no,,free_text_review,shopee_real_scraped,hình ảnh ở mức tạm được ko nét cho lắm dù gần modem wifi dc cái dễ lắp và cài đặt
181,"Chất lượng sản phẩm: Cam nét, nhưng ban đêm k có màu",positive,damaged_defective,yes,material_comfort,free_text_review,shopee_real_scraped,chất lượng sản phẩm cam nét nhưng ban đêm k có màu
182,Tính năng nổi bật: ok Hình ảnh và video chỉ mang tính chất để mang tính chất nhận xu,neutral,no_issue,no,,free_text_review,shopee_real_scraped,tính năng nổi bật ok hình ảnh và video chỉ mang tính chất để mang tính chất nhận xu
183,Nhận dc hàng rồi nhưng dùng thấy tốc độ mạng kém thấy cứ bị giật giật ko biết nguyên nhân vì sao? Mong shop giải thích giúp,negative,damaged_defective,no,,free_text_review,shopee_real_scraped,nhận dc hàng rồi nhưng dùng thấy tốc độ mạng kém thấy cứ bị giật giật ko biết nguyên nhân vì sao mong shop giải thích giúp
184,Màu không thật. Nhưng với giá tiền như vậy thì tạm chấp nhận. Còn fullD hay 1080 chỉ là quảng cáo thôi nhé,positive,damaged_defective,yes,color_design,free_text_review,shopee_real_scraped,màu không thật nhưng với giá tiền như vậy thì tạm chấp nhận còn fulld hay 1080 chỉ là quảng cáo thôi nhé
185,"Đặc biệt, doanh nghiệp thu hẹp biên độ chênh lệch giá mua – bán vàng miếng còn 2,5 triệu đồng/lượng, thay vì mức 3 triệu đồng/lượng những ngày trước. Chênh lệch giá mua – bán giảm còn",neutral,price_value,no,,free_text_review,shopee_real_scraped,đặc biệt doanh nghiệp thu hẹp biên độ chênh lệch giá mua bán vàng miếng còn 2 5 triệu đồng lượng thay vì mức 3 triệu đồng lượng những ngày trước chênh lệch giá mua bán giảm còn
186,"Camera khá ổn, tuy nhiên thi thoảng truy cập hơi chậm, lên vài chục kB rồi giảm về 0, phải vào lại mới xem được, trong khi kết nối tốt",positive,shipping_delivery,no,,free_text_review,shopee_real_scraped,camera khá ổn tuy nhiên thi thoảng truy cập hơi chậm lên vài chục kb rồi giảm về 0 phải vào lại mới xem được trong khi kết nối tốt
187,Cục cấp nguồn bị vỡ nhưng vẫn dùng được. Lần sau shop cần chú ý bọc chống sốc cho cả cục nguồn,negative,packaging,yes,damaged_defective,free_text_review,shopee_real_scraped,cục cấp nguồn bị vỡ nhưng vẫn dùng được lần sau shop cần chú ý bọc chống sốc cho cả cục nguồn
188,Hàng dong gói hộp cần thận. Nhưng chưa Sài nên chưa biết chất lượng sản phẩm,positive,packaging,no,,free_text_review,shopee_real_scraped,hàng dong gói hộp cần thận nhưng chưa sài nên chưa biết chất lượng sản phẩm
189,"Camera 2 ăng ten nhưng chỉ có một ăng ten là nối với mạch,cái còn lại để cho đẹp",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,camera 2 ăng ten nhưng chỉ có một ăng ten là nối với mạch cái còn lại để cho đẹp
190,"Thiếu ốc gắn camera vào chân, thiếu nắp chụp chống nước cổng mạng (cổng Rj45) . Nên trừ 1*",neutral,no_issue,no,,free_text_review,shopee_real_scraped,thiếu ốc gắn camera vào chân thiếu nắp chụp chống nước cổng mạng cổng rj45 nên trừ 1
191,"Tạm cho, địa chỉ và số đt khi cần gửi bảo hành là số mấy vậy shop?",neutral,seller_service,no,,free_text_review,shopee_real_scraped,tạm cho địa chỉ và số đt khi cần gửi bảo hành là số mấy vậy shop
192,"Camera ngon trong tầm giá, nhưng shop phản hồi chậm khi thắc mắc về phần mềm cài đặt !",negative,damaged_defective,yes,material_comfort,free_text_review,shopee_real_scraped,camera ngon trong tầm giá nhưng shop phản hồi chậm khi thắc mắc về phần mềm cài đặt
193,"Chất lượng test thử tạm thời ok , giao hàng quá là lâu nên cho 4* thôi",neutral,product_quality,no,,free_text_review,shopee_real_scraped,chất lượng test thử tạm thời ok giao hàng quá là lâu nên cho 4 thôi
194,Tính năng nổi bật: Theo dõi Chất lượng sản phẩm: tốt tốt Hình ảnh và video chỉ mang tính chất nhận xu thôi nha :),positive,no_issue,no,,free_text_review,shopee_real_scraped,tính năng nổi bật theo dõi chất lượng sản phẩm tốt tốt hình ảnh và video chỉ mang tính chất nhận xu thôi nha
195,Gửi hàng thiếu sạc nhưng shop đã gửi bù Hàng ổn đấy ae nên mua ủng hộ shop,positive,damaged_defective,yes,wrong_missing_item,free_text_review,shopee_real_scraped,gửi hàng thiếu sạc nhưng shop đã gửi bù hàng ổn đấy ae nên mua ủng hộ shop
196,Đóng gói ẩu. Hàng gãy dâu. Máy là lắp lại vẫn ok,negative,packaging,yes,damaged_defective,free_text_review,shopee_real_scraped,đóng gói ẩu hàng gãy dâu máy là lắp lại vẫn ok
197,"Hình ảnh rõ nét, nhưng Thiếu ốc vít bắt vào tường",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,hình ảnh rõ nét nhưng thiếu ốc vít bắt vào tường
198,Cam dùng tạm ổn.chưa xảy ra lỗi gì.nói chung đáng tiền 🤑,negative,damaged_defective,no,,free_text_review,shopee_real_scraped,cam dùng tạm ổn chưa xảy ra lỗi gì nói chung đáng tiền
199,"Giao camera thiếu thẻ nhớ 64G, gọi không cầm máy nt không trả lời,đến khi làm thủ tục trả hàng hoàn tiền thì mới trả lời.gửi bổ sung Bán hàng không ghi rõ Model chỉ ghi 4K,Q18 pro,8.0mpx Nhưng thực tế model: AK2P31-JW-Q2 18D HB,LEN3.4MM Ở camera ghi 8.0mpx. Mn khi mua nên hỏi kỹ model để khỏi bị ""đánh lận con đen"" Không hài lòng với cách giao tiếp của shop với khách hàng",positive,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao camera thiếu thẻ nhớ 64g gọi không cầm máy nt không trả lời đến khi làm thủ tục trả hàng hoàn tiền thì mới trả lời gửi bổ sung bán hàng không ghi rõ model chỉ ghi 4k q18 pro 8 0mpx nhưng thực tế model ak2p31 jw q2 18d hb len3 4mm ở camera ghi 8 0mpx mn khi mua nên hỏi kỹ model để khỏi bị đánh lận con đen không hài lòng với cách giao tiếp của shop với khách hàng
200,"Shop giao hàng không chuẩn, mua 2 cái cam và 2 thẻ nhơ loại 64g, thì shop giao 2 thẻ 32g. Quá thất vọng",negative,seller_service,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop giao hàng không chuẩn mua 2 cái cam và 2 thẻ nhơ loại 64g thì shop giao 2 thẻ 32g quá thất vọng
201,Chất lượng sản phẩm: tamj on Tính năng nổi bật: ko biết Ko nét lắm hơi to cồng kềnh thiết lập camera đơn giản ok,neutral,product_quality,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm tamj on tính năng nổi bật ko biết ko nét lắm hơi to cồng kềnh thiết lập camera đơn giản ok
202,"Giao hàng quá chậm, đặt cả tuần mới nhận được hàng",neutral,no_issue,no,,free_text_review,shopee_real_scraped,giao hàng quá chậm đặt cả tuần mới nhận được hàng
203,Camera độ phân giải thua imou cùng giá. Nhưng với cam 2 mắt kèm thẻ 128g mà giá hơn 400 thì rẻ. Cam quay rõ hơn cam cố định,positive,damaged_defective,no,,free_text_review,shopee_real_scraped,camera độ phân giải thua imou cùng giá nhưng với cam 2 mắt kèm thẻ 128g mà giá hơn 400 thì rẻ cam quay rõ hơn cam cố định
204,Mua 3 camera 3 thẻ nhớ. 1 thẻ nhớ có vấn đề,neutral,no_issue,no,,free_text_review,shopee_real_scraped,mua 3 camera 3 thẻ nhớ 1 thẻ nhớ có vấn đề
205,"Sp dúng như mô tả. Shop không cho kèm dây mạng và bộ tắc kê, ốc vít",neutral,damaged_defective,no,,free_text_review,shopee_real_scraped,sp dúng như mô tả shop không cho kèm dây mạng và bộ tắc kê ốc vít
206,Mua lần 3 cam hơi khác 2 lần trước..chất lượng cũng k nét bằng 2l trước😔,neutral,product_quality,no,,free_text_review,shopee_real_scraped,mua lần 3 cam hơi khác 2 lần trước chất lượng cũng k nét bằng 2l trước
207,"Khá ổn, ko biết sao này thế nào, độ bền chắc phải chờ thời gian",positive,no_issue,no,,free_text_review,shopee_real_scraped,khá ổn ko biết sao này thế nào độ bền chắc phải chờ thời gian
208,Nút reset lại hơi khó bấm mãi mới được,neutral,no_issue,no,,free_text_review,shopee_real_scraped,nút reset lại hơi khó bấm mãi mới được
209,Sản phẩm xài được . Giao hàng sản phẩm bị móp méo ở ngoài tuy nhiên camera ok,negative,packaging,no,,free_text_review,shopee_real_scraped,sản phẩm xài được giao hàng sản phẩm bị móp méo ở ngoài tuy nhiên camera ok
210,"Đóng gói hơi móp méo , nhưng dùng thấy OK, ko biết về sau sẽ ntn",negative,packaging,no,,free_text_review,shopee_real_scraped,đóng gói hơi móp méo nhưng dùng thấy ok ko biết về sau sẽ ntn
211,"Dây nguồn điện chất lượng ko cao, mới lắp xong đc lúc đã hỏng, camera thì dùng đc",negative,damaged_defective,no,,free_text_review,shopee_real_scraped,dây nguồn điện chất lượng ko cao mới lắp xong đc lúc đã hỏng camera thì dùng đc
212,Tạm thời chưa lỗi gì. Dùng khá ổn,negative,damaged_defective,no,,free_text_review,shopee_real_scraped,tạm thời chưa lỗi gì dùng khá ổn
213,Cắm đc 1 hôm thì hỏng nguồn. Đã thử nguồn khác thì camera vẫn dùng đc. Shop đổi cho cái nguồn mới đc k?,negative,damaged_defective,yes,seller_service,free_text_review,shopee_real_scraped,cắm đc 1 hôm thì hỏng nguồn đã thử nguồn khác thì camera vẫn dùng đc shop đổi cho cái nguồn mới đc k
214,"Đã nhận được hàng rồi đủ số lượng đúng màu sắc đúng mô tả công việc của mình, hai camera không nhìn ngược dc",positive,no_issue,no,,free_text_review,shopee_real_scraped,đã nhận được hàng rồi đủ số lượng đúng màu sắc đúng mô tả công việc của mình hai camera không nhìn ngược dc
215,"Gặp trục trặc tí trong vấn đề kết nối , cứ báo lỗi hoài , nhưng cuối cùng cũng kết nối đc , liên hệ shop hơi khó tí về việc hỗ trợ , ko đc nhiệt tình lắm , cứ bảo lên mạng tìm clip HD về cách lắp đặt . Hình ảnh từ camera tốt , trong và rõ",positive,damaged_defective,yes,seller_service,free_text_review,shopee_real_scraped,gặp trục trặc tí trong vấn đề kết nối cứ báo lỗi hoài nhưng cuối cùng cũng kết nối đc liên hệ shop hơi khó tí về việc hỗ trợ ko đc nhiệt tình lắm cứ bảo lên mạng tìm clip hd về cách lắp đặt hình ảnh từ camera tốt trong và rõ
216,"Đã nhận được hàng, nói chung là tạm được, đúng giá tiền. Rẻ nên độ phân giải không cao 😄. Đánh giá để nhận xử",positive,no_issue,no,,free_text_review,shopee_real_scraped,đã nhận được hàng nói chung là tạm được đúng giá tiền rẻ nên độ phân giải không cao đánh giá để nhận xử
217,"Hàng mới lắp thấy sd ok ,nét đẹp ,độ bền thì phải chờ time xác nhận ,mỗi tội đóng hộp sơ xài ,bẹp móp đủ kiểu ,tv hỗ trợ thì chậm ,từ hôm trước đến tận hôm sau mí trả lời thì còn tv cái gì ,nói chung là sp ok ,sẽ ủng hộ shop",negative,packaging,yes,color_design,free_text_review,shopee_real_scraped,hàng mới lắp thấy sd ok nét đẹp độ bền thì phải chờ time xác nhận mỗi tội đóng hộp sơ xài bẹp móp đủ kiểu tv hỗ trợ thì chậm từ hôm trước đến tận hôm sau mí trả lời thì còn tv cái gì nói chung là sp ok sẽ ủng hộ shop
218,"nhược điểm là góc nhìn hẹp quá, cục nguồn lần này ko kín bằng lần trước, để trời mưa dễ hư",negative,damaged_defective,no,,free_text_review,shopee_real_scraped,nhược điểm là góc nhìn hẹp quá cục nguồn lần này ko kín bằng lần trước để trời mưa dễ hư
219,"Phiên bản cải tiến, bỏ đi nhiều chi tiết, ráp nối cũng không được chặt, còn khe hở. Chỗ bảo vệ thẻ nhớ chỉ là 1 miếng cao su, không có ốc vít bảo vệ khỏi kẻ gian lấy. Nếu để ngoài trời 100%. Nắng mưa tầm 1 tuần là ra đi. Giao hàng khá lâu, shop delay 1 ngày, bưu tá lấy lần 2 mới được",neutral,material_comfort,yes,shipping_delivery,free_text_review,shopee_real_scraped,phiên bản cải tiến bỏ đi nhiều chi tiết ráp nối cũng không được chặt còn khe hở chỗ bảo vệ thẻ nhớ chỉ là 1 miếng cao su không có ốc vít bảo vệ khỏi kẻ gian lấy nếu để ngoài trời 100 nắng mưa tầm 1 tuần là ra đi giao hàng khá lâu shop delay 1 ngày bưu tá lấy lần 2 mới được
220,Shop gửi thiếu 2 chân camera 360 cho mình. Tạm cho 4*. Chắc có sự thiếu sót nhẹ mong shop gửi sớm cho mình nhé. Sẽ ủng hộ dài,positive,no_issue,yes,wrong_missing_item,free_text_review,shopee_real_scraped,shop gửi thiếu 2 chân camera 360 cho mình tạm cho 4 chắc có sự thiếu sót nhẹ mong shop gửi sớm cho mình nhé sẽ ủng hộ dài
221,Cơ xoay hoạt động nghe tiếng rắt rắt,neutral,no_issue,no,,free_text_review,shopee_real_scraped,cơ xoay hoạt động nghe tiếng rắt rắt
222,"Xem ngày thì ok, nhưng đêm k bật đèn thì tối lắm",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,xem ngày thì ok nhưng đêm k bật đèn thì tối lắm
223,San pham ok. Chấp nhận trong tầm giá bán,neutral,price_value,no,,free_text_review,shopee_real_scraped,san pham ok chấp nhận trong tầm giá bán
224,Góc nhìn của Cam không rộng như mình nghĩ,positive,no_issue,no,,free_text_review,shopee_real_scraped,góc nhìn của cam không rộng như mình nghĩ
225,"Giao hàng thiếu, chat kg trả lời",neutral,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao hàng thiếu chat kg trả lời
226,"Giao hàng nhanh, loa đàm thoại nghe nhỏ quá",neutral,no_issue,no,,free_text_review,shopee_real_scraped,giao hàng nhanh loa đàm thoại nghe nhỏ quá
227,"Hình ảnh bạn ngày rõ nét, bạn đêm k nhìn rõ",positive,no_issue,no,,free_text_review,shopee_real_scraped,hình ảnh bạn ngày rõ nét bạn đêm k nhìn rõ
228,Cái này cam k nét bằng cái mua lần trước,neutral,no_issue,no,,free_text_review,shopee_real_scraped,cái này cam k nét bằng cái mua lần trước
229,Cam k nét như các sản phẩm trước đây,neutral,damaged_defective,no,,free_text_review,shopee_real_scraped,cam k nét như các sản phẩm trước đây
230,Chất lượng hd ko phải full hd như quảng cáo,neutral,damaged_defective,no,,free_text_review,shopee_real_scraped,chất lượng hd ko phải full hd như quảng cáo
231,Cam quay ko đc 360 độ,neutral,no_issue,no,,free_text_review,shopee_real_scraped,cam quay ko đc 360 độ
232,Nhận được thẻ 32g thay vì 64g,neutral,no_issue,no,,free_text_review,shopee_real_scraped,nhận được thẻ 32g thay vì 64g
233,Nhưng ko có thẻ nhớ kèm theo,positive,damaged_defective,no,,free_text_review,shopee_real_scraped,nhưng ko có thẻ nhớ kèm theo
234,Camera hoi mờ. Vs tầm gia thi ok,neutral,no_issue,no,,free_text_review,shopee_real_scraped,camera hoi mờ vs tầm gia thi ok
235,Đã nhận được hàng.đúng sản phẩm đã đặt.quạt chạy bình thường không thấy có gì bất thường.về chất lượng quạt và pin thì cần thêm thời gian mới biết được.thank you shop,positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped,đã nhận được hàng đúng sản phẩm đã đặt quạt chạy bình thường không thấy có gì bất thường về chất lượng quạt và pin thì cần thêm thời gian mới biết được thank you shop
236,"Chất lượng mình thấy bình thươngg so với giá tiền, vị trí cắm USB và type làm cho đẹp thì phải chứ có kết nối đâu",positive,no_issue,no,,free_text_review,shopee_real_scraped,chất lượng mình thấy bình thươngg so với giá tiền vị trí cắm usb và type làm cho đẹp thì phải chứ có kết nối đâu
237,"Độ mạnh: ổn Thời lượng pin: bình thường Chất liệu: cũng được Sản phẩm khá tốt, chất liệu cứng cáp, có 2 cấp độ, mát vừa, mát mạnh, thời lượng pin thì ổn, mà hơi thất vọng tại vì cái đầu quạt không xoay, di chuyển được, cứng đơ luông ắk",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped,độ mạnh ổn thời lượng pin bình thường chất liệu cũng được sản phẩm khá tốt chất liệu cứng cáp có 2 cấp độ mát vừa mát mạnh thời lượng pin thì ổn mà hơi thất vọng tại vì cái đầu quạt không xoay di chuyển được cứng đơ luông ắk
238,"Đúng với mô tả: tạm, xài được bao lâu thì chưa biết Shop giao hàng và đóng gói cẩn thận",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,đúng với mô tả tạm xài được bao lâu thì chưa biết shop giao hàng và đóng gói cẩn thận
239,"Chất lượng sản phẩm: ok Tính năng nổi bật: đúng Đúng với mô tả: hình ảnh khác thực tế Hơi thất vọng vì hình ảnh là của makita nhưng nhận được là Taki, cảm giác như bị mua phải hàng nhái",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm ok tính năng nổi bật đúng đúng với mô tả hình ảnh khác thực tế hơi thất vọng vì hình ảnh là của makita nhưng nhận được là taki cảm giác như bị mua phải hàng nhái
240,"Độ mạnh: ok Thời lượng pin: đang kiểm chứng Chất liệu: tạm ổn Cũng may còn xài được,hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn",negative,shipping_delivery,yes,material_comfort,free_text_review,shopee_real_scraped,độ mạnh ok thời lượng pin đang kiểm chứng chất liệu tạm ổn cũng may còn xài được hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn
241,Độ mạnh: trung bình thôi vì có 2 nấc. Nấc 2 mát nhưng nấc 1 quá nhẹ. Chỉ dùng nấc 2 pin nhanh hết lắm Thời lượng pin: pin đặt loại 20 cell 1 cục nhưng shop gửi 2 cục 10 cell Chất liệu: tạm ổn. Bulong cố định thân quạt vao đế bị rời nhưng xoáy lại được. So với tầm giá có quạt rẻ hơn nhưng tốt hơn sp này. Do lỡ việc không kịp trả hàng trong thgian nên dùng tạm phải sạc 2 lần pin 10 cell,positive,damaged_defective,yes,material_comfort,free_text_review,shopee_real_scraped,độ mạnh trung bình thôi vì có 2 nấc nấc 2 mát nhưng nấc 1 quá nhẹ chỉ dùng nấc 2 pin nhanh hết lắm thời lượng pin pin đặt loại 20 cell 1 cục nhưng shop gửi 2 cục 10 cell chất liệu tạm ổn bulong cố định thân quạt vao đế bị rời nhưng xoáy lại được so với tầm giá có quạt rẻ hơn nhưng tốt hơn sp này do lỡ việc không kịp trả hàng trong thgian nên dùng tạm phải sạc 2 lần pin 10 cell
242,Đúng với mô tả: không rõ Tính năng nổi bật: quạt mát Chất lượng sản phẩm: tạm được Mua quạt về sạc đầy pin mất 4-5h..sử dụng đc tầm 3h …không tới 5-6h như shop quảng cáo..cty tui làm cty giấy bao bì nên rất nóng..mua quạt mang theo cũng nặng balo hơi bất tiện..lúc nào cũng phải mang theo dây sạc..vì xài đc 2-3h hết pin là lại phải rút cục sạc ra mang đi sạc thêm điện ..Rồi 3-4h sau mới xài tiếp đc…biết thế hôm bữa canh săn sale mua loại có 2 cục pin cho tiện ..hết pin cục này lấy cục pin khác gắn vô là có quạt mát rồi ..shop đóng gói không đc kỹ càng cho lắm..ship vô Bình Dương cho khách mà hộp ngoài méo mó..quạt phần khung bị bung vài chỗ…,positive,no_issue,yes,packaging,free_text_review,shopee_real_scraped,đúng với mô tả không rõ tính năng nổi bật quạt mát chất lượng sản phẩm tạm được mua quạt về sạc đầy pin mất 4 5h sử dụng đc tầm 3h không tới 5 6h như shop quảng cáo cty tui làm cty giấy bao bì nên rất nóng mua quạt mang theo cũng nặng balo hơi bất tiện lúc nào cũng phải mang theo dây sạc vì xài đc 2 3h hết pin là lại phải rút cục sạc ra mang đi sạc thêm điện rồi 3 4h sau mới xài tiếp đc biết thế hôm bữa canh săn sale mua loại có 2 cục pin cho tiện hết pin cục này lấy cục pin khác gắn vô là có quạt mát rồi shop đóng gói không đc kỹ càng cho lắm ship vô bình dương cho khách mà hộp ngoài méo mó quạt phần khung bị bung vài chỗ
243,"Quạt + 20 cell là 2 cục 10 cell, chứ k phải 1 cục 20 cel. Pin 2 cục màu cũng khác nhau. Đang tìm 1 cục 20, hơi thất vọng",negative,color_design,no,,free_text_review,shopee_real_scraped,quạt 20 cell là 2 cục 10 cell chứ k phải 1 cục 20 cel pin 2 cục màu cũng khác nhau đang tìm 1 cục 20 hơi thất vọng
244,Đúng với mô tả: ok Chất lượng sản phẩm: khá Tính năng nổi bật: chạy chế độ 1 được 4h Vừa mới nhận hàng sạc pin và chạy thử liên tục được 4h,positive,no_issue,no,,free_text_review,shopee_real_scraped,đúng với mô tả ok chất lượng sản phẩm khá tính năng nổi bật chạy chế độ 1 được 4h vừa mới nhận hàng sạc pin và chạy thử liên tục được 4h
245,Chất lượng sản phẩm: ổn Đúng với mô tả: đúng Có 2 cục pin. Nhưng 1 cục thi có chạy quạt 1 cục không,positive,damaged_defective,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm ổn đúng với mô tả đúng có 2 cục pin nhưng 1 cục thi có chạy quạt 1 cục không
246,"Tính năng nổi bật: mát, mạnh Chất lượng sản phẩm: tạm Đúng với mô tả: chưa đúng khung quạt chắc chắn, nặng tay nhưng pin thì k trâu như mô tả, 10cell sạc đầy sài liền tù tì khoảng 3 tiếng",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,tính năng nổi bật mát mạnh chất lượng sản phẩm tạm đúng với mô tả chưa đúng khung quạt chắc chắn nặng tay nhưng pin thì k trâu như mô tả 10cell sạc đầy sài liền tù tì khoảng 3 tiếng
247,"Quạt nhìn khá chắc chắn. Nhưng mình nghĩ nó có thể xoay chiều nhưng k phải, pin thì phải dùng ms đánh giá dfc",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,quạt nhìn khá chắc chắn nhưng mình nghĩ nó có thể xoay chiều nhưng k phải pin thì phải dùng ms đánh giá dfc
