page,review_text,cleaned_review,sentiment,issue
6,Độ êm: đi rất em chân Chất liệu: nhựa xốp Màu sắc: màu lâu Hàng đẹp giá rẻ đi êm chống trơn trượt tốt sẽ ủng hộ shop lâu dài 0:08,độ êm đi rất em chân chất liệu nhựa xốp màu sắc màu lâu hàng đẹp giá rẻ đi êm chống trơn trượt tốt sẽ ủng hộ shop lâu dài,positive,no_issue
6,Độ êm: mang êm chân Chất liệu: ok Màu sắc: đep Giao hàng nhanh nhiệt tình dép đi êm chân màu đẹp mình sẽ ủng hộ shop tiếp. Shop nhiệt tình dễ thương 0:13 0:06,độ êm mang êm chân chất liệu ok màu sắc đep giao hàng nhanh nhiệt tình dép đi êm chân màu đẹp mình sẽ ủng hộ shop tiếp shop nhiệt tình dễ thương,positive,no_issue
6,"Độ êm: em Chất liệu: tot Màu sắc: ndnsbs Giao hàng nhanh, đóng gói cẩn thận. Sản phẩm đúng mô tả, dùng ổn áp trong tầm giá. Sẽ ủng hộ shop lần sau 👍 0:04",độ êm em chất liệu tot màu sắc ndnsbs giao hàng nhanh đóng gói cẩn thận sản phẩm đúng mô tả dùng ổn áp trong tầm giá sẽ ủng hộ shop lần sau,positive,no_issue
6,Độ êm: dep siêu êm luôn Chất liệu: cao su Màu sắc: trắng giao hàng hanh. dép đi êm chân. siêu nhẹ ý săn được giá đẹp nữa thì 10₫ thôi 0:04,độ êm dep siêu êm luôn chất liệu cao su màu sắc trắng giao hàng hanh dép đi êm chân siêu nhẹ ý săn duoc giá đẹp nữa thì 10 thôi,positive,no_issue
7,"Độ êm: em, thoai mai lam luon Chất liệu: nhua cao su mem lam luon moi nguoi oi Màu sắc: Màu rất đẹp đáng mua Quá xứng đáng với giá tiền đáng mua lắm ạ 0:12 0:05",độ êm em thoai mai lam luon chất liệu nhua cao su mem lam luon moi nguoi oi màu sắc màu rất đẹp đáng mua quá xứng đáng với giá tiền đáng mua lắm ạ,positive,no_issue
7,"Độ êm: Sơn cỏ hay sơn cỏ giá rẻ là dòng sơn được sản xuất tại thị trường Việt Nam và không có thương hiệu. Những loại sơn này thường được sử dụng với những công trình không yêu cầu kỹ thuật cao ví dụ như phòng trọ, nhà xưởng, nhà cho thuê… 0:12 0:06",độ êm sơn cỏ hay sơn cỏ giá rẻ là dòng sơn duoc sản xuất tại thị trường việt nam và khong có thương hiệu những loại sơn này thường duoc sử dụng với những công trình khong yêu cầu kỹ thuật cao ví dụ như phòng trọ nhà xưởng nhà cho thuê,neutral,spam_irrelevant
7,"Đúng với mô tả: xinh Chất liệu: nhựa Màu sắc: đen, xám dép đẹp, màu đen, màu xám, rất đẹp, tui rất thích, sẽ mua vào lần sau, và sẽ giới thiệu cho bạn bè cũng mua , 0:13",đúng với mô tả xinh chất liệu nhựa màu sắc đen xám dép đẹp màu đen màu xám rất đẹp tui rất thích sẽ mua vào lần sau và sẽ giới thiệu cho bạn bè cũng mua,positive,no_issue
7,"Màu sắc: nau Chất liệu: caossu Đúng với mô tả: dung mo ta Mua 3doi, 2 size khác nhau, nhug shop ship cả 3 đôi giống size nhau luôn! Nhung thôi, di trong nhà cũng ok Ship nhanh chóng Chất lượng ok 0:07",màu sắc nau chất liệu caossu đúng với mô tả dung mo ta mua 3doi 2 size khác nhau nhug shop ship cả 3 đôi giống size nhau luôn nhung thôi di trong nhà cũng ok ship nhanh chóng chất lượng ok,neutral,product_attribute
7,"Màu sắc: 10/10 Chất liệu: 10/10 Đúng với mô tả: 10/10 Mua kb bnh đôi rùi đấy, tui chỉ là mua thêm để đi thui với có màu xanh mới mới nên mua thêm màu xanh hihi 0:06",màu sắc 10 10 chất liệu 10 10 đúng với mô tả 10 10 mua kb bnh đôi rùi đấy tui chỉ là mua thêm để đi thui với có màu xanh mới mới nên mua thêm màu xanh hihi,positive,no_issue
7,Độ êm: dép mang rất nhẹ và êm ái Chất liệu: chất liệu xốp Màu sắc: màu nâu Shop gói hàng cẩn thận giao hàng nhanh chóng mua với giá hời nên rất là hài lòng 0:04,độ êm dép mang rất nhẹ và êm ái chất liệu chất liệu xốp màu sắc màu nâu shop gói hàng cẩn thận giao hàng nhanh chóng mua với giá hời nên rất là hài lòng,positive,no_issue
8,Độ êm: Dép mang êm.đẹp.mềm lắm Chất liệu: Chất nhựa cao su dẻo Màu sắc: Màu sắc đa dạng.giống hình ảnh Mua về nhìn ưng lắm. Êm mềm đẹp. Đi thoải mái 0:09,độ êm dép mang êm đẹp mềm lắm chất liệu chất nhựa cao su dẻo màu sắc màu sắc đa dạng giống hình ảnh mua về nhìn ưng lắm êm mềm đẹp đi thoải mái,positive,no_issue
8,"Độ êm: êm , nhẹ Chất liệu: cao su mềm dẻo Màu sắc: trắng Hình ảnh chỉ mang tính chất nhận xu giao hàng nhanh chóng đóng gói cẩn thận nên mua 0:11",độ êm êm nhẹ chất liệu cao su mềm dẻo màu sắc trắng hình ảnh chỉ mang tính chất nhận xu giao hàng nhanh chóng đóng gói cẩn thận nên mua,neutral,no_issue
8,Độ êm: êm Chất liệu: nhưa dẻo giao hàng nhanh đúng hẹn hình ảnh mang tính chất minh hoạ thui mình mua mấy đôi đều oek hết nhé 0:05,độ êm êm chất liệu nhưa dẻo giao hàng nhanh đúng hẹn hình ảnh mang tính chất minh hoạ thui mình mua mấy đôi đều oek hết nhé,positive,no_issue
8,Độ êm: m Nhận hàng nhanh sip thân thiện màu đẹp hơn hình kiêu dáng phù hợp ko chê vào đâu được giá hợp lí mọi người lẻn mua,độ êm m nhận hàng nhanh sip thân thiện màu đẹp hơn hình kiêu dáng phù hợp khong chê vào đâu duoc giá hợp lí mọi người lẻn mua,positive,no_issue
8,"Độ êm: nhẹ êm thoải mái Chất liệu: cao su mềm dẻo đi êm thích lắm nha mềm dẻo êm chân nhỏ nhẹ đi trong nhà rất tiện Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.Nhấn vào một đoạn để dán vào hộp văn bản. 0:08",độ êm nhẹ êm thoải mái chất liệu cao su mềm dẻo đi êm thích lắm nha mềm dẻo êm chân nhỏ nhẹ đi trong nhà rất tiện chào mừng bạn đến với bảng nhớ tạm của gboard bất kỳ văn bản nào bạn sao chép sẽ duoc lưu tại đây chạm và giữ một đoạn để ghim đoạn đó các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ nhấn vào một đoạn để dán vào hộp văn bản,positive,no_issue
8,Dép xốp nhẹ tênh đi trong nhà rất ok mọi người nên mua nhá không có mùi. Mình chân 39 nhưng mua cỡ to 42-43 đi vẫn ok để đi tất mùa đông 0:11,dép xốp nhẹ tênh đi trong nhà rất ok mọi người nên mua nhá khong có mùi mình chân 39 nhưng mua cỡ to 42 43 đi vẫn ok để đi tất mùa đông,positive,no_issue
9,Màu sắc: ok Đúng với mô tả: đúq mô tả nhé Chất liệu: nhẹ chân mà êm nữa ak Mình đặt 2 lần đều ok nhe cả nhà. Đánh giá good... 0:13,màu sắc ok đúng với mô tả đúq mô tả nhé chất liệu nhẹ chân mà êm nữa ak mình đặt 2 lần đều ok nhe cả nhà đánh giá good,positive,no_issue
9,Đúng với mô tả: đúng mô tả Chất liệu: nhựa Màu sắc: nâu Thấy mền chân. Đi êm. Mà k biewts có bám hay k. Đi trong nhà. Khá ổn 0:22 1 _*****_,đúng với mô tả đúng mô tả chất liệu nhựa màu sắc nâu thấy mền chân đi êm mà khong biewts có bám hay khong đi trong nhà khá ổn,positive,no_issue
9,"Màu sắc: đen Mua 3 đôi rồi giờ quay lại mua thêm 3 đôi nữa, dép rẻ 20k đôi thôi. Giao hàng nhanh đóng gói cẩn thận 0:09",màu sắc đen mua 3 đôi rồi giờ quay lại mua thêm 3 đôi nữa dép rẻ 20k đôi thôi giao hàng nhanh đóng gói cẩn thận,positive,no_issue
9,Độ êm: dep nhẹ màu đẹp Chất liệu: nhựa mềm deo đi êm chân Màu sắc: đẹp Mẫu mã đung màu sắc đep dep nhẹ đi êm chan 0:46,độ êm dep nhẹ màu đẹp chất liệu nhựa mềm deo đi êm chân màu sắc đẹp mẫu mã đung màu sắc đep dep nhẹ đi êm chan,positive,no_issue
9,"Màu sắc: nâu, Chất liệu: cao su Đúng với mô tả: đúng với mô tả, dép dễ đi , mềm k bị đau chân , đi lên nhìn chân bật tông😘😘😘😘 0:05",màu sắc nâu chất liệu cao su đúng với mô tả đúng với mô tả dép dễ đi mềm khong bị đau chân đi lên nhìn chân bật tông,positive,no_issue
9,"Dép mang rất nhẹ, mền dẻo đi rất êm không đau chân.Size thì lớn hơn size chuẩn, loại này dành cho người có bàn chân mập ,tròn thích hợp hơn 👍👍👍 0:12",dép mang rất nhẹ mền dẻo đi rất êm khong đau chân size thì lớn hơn size chuẩn loại này dành cho người có bàn chân mập tròn thích hợp hơn,positive,no_issue
10,"Độ êm: nhe, em Chất liệu: nhua Màu sắc: den Dép siêu nhẹ, đi êm chân. Do làm bằng nhựa mềm nên độ ma sát ở đế dép ko đc nhiều như đối với dép nhựa cứng. Giá thành phù hợp. Nên mua 0:12 0:05",độ êm nhe em chất liệu nhua màu sắc den dép siêu nhẹ đi êm chân do làm bằng nhựa mềm nên độ ma sát ở đế dép khong duoc nhiều như đối với dép nhựa cứng giá thành phù hợp nên mua,positive,no_issue
10,"Chất liệu: cao su đi nhẹ êm ok Màu sắc: trắng, ghi Nch is the one who wants it for me and the kids will have a good day at work today so we will have 0:07",chất liệu cao su đi nhẹ êm ok màu sắc trắng ghi nch is the one who wants it for me and the kids will have a good day at work today so we will have,positive,no_issue
10,"Màu sắc: đúng vs mô tả Dép đi rất êm, ko dễ bị trượt tui mua màu đen size 38-39 rất vừa và đi thấy ok mn mua đi trg nhà cx ok ạ 0:15",màu sắc đúng voi mô tả dép đi rất êm khong dễ bị trượt tui mua màu đen size 38 39 rất vừa và đi thấy ok moi nguoi mua đi trg nhà cx ok ạ,positive,no_issue
10,"Shop giao hàng nhanh đóng gói cẩn thận, giao đúng sản phẩm, giao đủ số lượng, hàng chất lượng mà giá cả phải chăng hợp lý, đáng mua nha mn 0:07",shop giao hàng nhanh đóng gói cẩn thận giao đúng sản phẩm giao đủ số lượng hàng chất lượng mà giá cả phải chăng hợp lý đáng mua nha moi nguoi,positive,no_issue
10,"Độ êm: nhẹ, êm, hơi mảnh Chất liệu: cao su, dẻo Màu sắc: nâu Mang êm chân, vừa vặn, bề ngang chân mình hơi nhỏ nên mang khad thoải mái. 0:06",độ êm nhẹ êm hơi mảnh chất liệu cao su dẻo màu sắc nâu mang êm chân vừa vặn bề ngang chân mình hơi nhỏ nên mang khad thoải mái,neutral,no_issue
10,Đúng với mô tả: ok Chất liệu: nhựa Màu sắc: nâu dép ok đi êm vừa chân nên mua đúng size chân thường đi hoặc rộng hơn xíu thôi . 0:04,đúng với mô tả ok chất liệu nhựa màu sắc nâu dép ok đi êm vừa chân nên mua đúng size chân thường đi hoặc rộng hơn xíu thôi,positive,no_issue
11,"Chất liệu: cao su Đúng với mô tả: giống hình Màu sắc: hồng Hình ảnh mang tính chất nhận xu dép đẹp , đi êm và rất nhẹ, sẽ ủng hộ shop tiếp nếu cần mua 1:01",chất liệu cao su đúng với mô tả giống hình màu sắc hồng hình ảnh mang tính chất nhận xu dép đẹp đi êm và rất nhẹ sẽ ủng hộ shop tiếp nếu cần mua,positive,no_issue
11,Chất liệu: cao su Đúng với mô tả: ok Màu sắc: hồng Tui thấy dép dá này oki ròi nhma đừng có mua màu hồng nếu da mấy bà k có trắng tui mang mà chân tui thành mày đí luoin á 0:05,chất liệu cao su đúng với mô tả ok màu sắc hồng tui thấy dép dá này oki ròi nhma đừng có mua màu hồng nếu da mấy bà khong có trắng tui mang mà chân tui thành mày đí luoin á,positive,no_issue
11,"Độ êm: deps mang raats nhẹ và đi êm chân Chất liệu: chaats lieeuj nhựa cao su mềm dẻo Màu sắc: mauf sắc đa dạng, giống hình ảnh 0:12 0:04",độ êm deps mang raats nhẹ và đi êm chân chất liệu chaats lieeuj nhựa cao su mềm dẻo màu sắc mauf sắc đa dạng giống hình ảnh,positive,no_issue
11,"Độ êm: êm Chất liệu: cao su mềm Màu sắc: nhiều màu Dép đúng như mô tả,size khá chuẩn.giá cả cũng phải chăng.phù hợp đi trong nhà nhé. 0:05",độ êm êm chất liệu cao su mềm màu sắc nhiều màu dép đúng như mô tả size khá chuẩn giá cả cũng phải chăng phù hợp đi trong nhà nhé,positive,no_issue
11,Độ êm: dep mang rat nhe di em chan thoai mai di trong nha Chất liệu: chat lieu cao su mem deo than thiên moi truong Màu sắc: mau sac đa dang giong hinh anh 0:12,độ êm dep mang rat nhe di em chan thoai mai di trong nha chất liệu chat lieu cao su mem deo than thiên moi truong màu sắc mau sac đa dang giong hinh anh,positive,no_issue
11,"Độ êm: dep di em giong mo ta Chất liệu: chat lieu mem Màu sắc: mau ghi dep Dép giống mô tả màu đẹp, đi êm chân, giá rẻ nên mua nhé. Lần sau sẽ ủng hộ shop 0:04",độ êm dep di em giong mo ta chất liệu chat lieu mem màu sắc mau ghi dep dép giống mô tả màu đẹp đi êm chân giá rẻ nên mua nhé lần sau sẽ ủng hộ shop,positive,no_issue
12,Dép ok cao su mềm dẻo rất dễ đi và êm chân màu hồng đẹp tươi tắm rất dẹp mn nên mua sẽ quay lại ửng hộ tiếp 0:12 0:07,dép ok cao su mềm dẻo rất dễ đi và êm chân màu hồng đẹp tươi tắm rất dẹp moi nguoi nên mua sẽ quay lại ửng hộ tiếp,positive,no_issue
12,"Đã nhận được hàng, hàng đóng gói sản phẩm cẩn thận. Đã sử dụng rất tốt, an tâm hơn khi vận hành trong gia đình. Shipper thân thiện 5 sao cho shop 0:14",đã nhận duoc hàng hàng đóng gói sản phẩm cẩn thận đã sử dụng rất tốt an tâm hơn khi vận hành trong gia đình shipper thân thiện 5 sao cho shop,positive,no_issue
12,Độ êm: nhẹ êm Chất liệu: nhựa Màu sắc: nâu đi nhẹ chân nhanh khô đẹp giá rẻ nên mua nha mọi người ơi giá rẻ ơi là rẻ luôn á 0:07,độ êm nhẹ êm chất liệu nhựa màu sắc nâu đi nhẹ chân nhanh khô đẹp giá rẻ nên mua nha mọi người ơi giá rẻ ơi là rẻ luôn á,positive,no_issue
12,"Chất liệu: nhựa Đúng với mô tả: đúng Màu sắc: nâu Đép rất đẹp , chất lượng vải dày dặn , mình săn giá còn rẻ hơn mua ở máy shop tương tự chỗ mình ở . Rất nên mua .",chất liệu nhựa đúng với mô tả đúng màu sắc nâu đép rất đẹp chất lượng vải dày dặn mình săn giá còn rẻ hơn mua ở máy shop tương tự chỗ mình ở rất nên mua,positive,no_issue
12,"Độ êm: good Chất liệu: xop Màu sắc: trang dép đẹp đi êm, rẻ hơn ngoài chợ nhiều. lần sau sẽ ủng hộ shop thêm nè hêhheh 🫰🏻🫰🏻🫰🏻🫰🏻 0:04",độ êm good chất liệu xop màu sắc trang dép đẹp đi êm rẻ hơn ngoài chợ nhiều lần sau sẽ ủng hộ shop thêm nè hêhheh,positive,no_issue
12,Đúng với mô tả: đúng Chất liệu: cao su Màu sắc: nâu Rẽ đẹp mang êm chưng mềm mại đặc biệt bền nữa mình mua nhìu lần r ưng lắm mọi người nên mua nhé 🥰🥰🥰🥰🥰🥰🥰,đúng với mô tả đúng chất liệu cao su màu sắc nâu rẽ đẹp mang êm chưng mềm mại đặc biệt bền nữa mình mua nhìu lần r ưng lắm mọi người nên mua nhé,positive,no_issue
13,Đúng với mô tả: dudsng Màu sắc: nâu đen nâu dne Chất liệu: nhựa doẻ thì phải Giá rẻ lắm rẻ bất ngơd chất lượng oke lắm nha 0:05,đúng với mô tả dudsng màu sắc nâu đen nâu dne chất liệu nhựa doẻ thì phải giá rẻ lắm rẻ bất ngơd chất lượng oke lắm nha,positive,no_issue
13,Độ êm: dep mang nhe em chan mau xinh nua Zâng is the one who wants it for me and the kids will have a good day at work tt 0:12 0:28,độ êm dep mang nhe em chan mau xinh nua zâng is the one who wants it for me and the kids will have a good day at work tt,positive,no_issue
13,"Độ êm: dép msng rất nhẹ, đi êm chân, mang thoải mái trong nhà Chất liệu: nhựa cao su mềm dẻo dễ làm sạch Màu sắc: nhiều màu , phù hợp với mọi phong cách Đi trong nhà phù hợp, nên mua nha mn 0:11",độ êm dép msng rất nhẹ đi êm chân mang thoải mái trong nhà chất liệu nhựa cao su mềm dẻo dễ làm sạch màu sắc nhiều màu phù hợp với mọi phong cách đi trong nhà phù hợp nên mua nha moi nguoi,positive,no_issue
13,"Màu sắc: hong Chất liệu: nhua Đúng với mô tả: ok Mang êm chân , k trượt Mang thích lắm Mua sz rộng mang trong nhà cho thoai mái Nen mua nha ca nha 0:05",màu sắc khong chất liệu nhua đúng với mô tả ok mang êm chân khong trượt mang thích lắm mua sz rộng mang trong nhà cho thoai mái nen mua nha ca nha,positive,no_issue
13,Dép tông đi trong nhà chất liệu nhựa mềm dẻo đi rất nhẹ và êm chân màu sắc đúng như quảng cáo dép rất ổn giá lại hạt dẻ hàng giao rất nhanh tặng shop 10 sao nhé. 0:20,dép tông đi trong nhà chất liệu nhựa mềm dẻo đi rất nhẹ và êm chân màu sắc đúng như quảng cáo dép rất ổn giá lại hạt dẻ hàng giao rất nhanh tặng shop 10 sao nhé,positive,no_issue
13,Chất liệu: chawcs là nhựa cao su Màu sắc: màu đen Đúng với mô tả: đúng như mô tả Dép mềm êm đi vừa chân đi rất thích 0:06,chất liệu chawcs là nhựa cao su màu sắc màu đen đúng với mô tả đúng như mô tả dép mềm êm đi vừa chân đi rất thích,positive,no_issue
14,"Chất liệu: ok Đúng với mô tả: ok Màu sắc: ok Dép mua cho ông bà nội iu của Thư á, dép đẹp lắm lun á chời mua lần 2 lun á mbg mua đi nha 0:04",chất liệu ok đúng với mô tả ok màu sắc ok dép mua cho ông bà nội iu của thư á dép đẹp lắm lun á chời mua lần 2 lun á mbg mua đi nha,positive,no_issue
14,"Chất liệu: nhua Màu sắc: nau Uiii săn được giá rẻ mà dép như vầy là quá ok, 10đ, êm nhẹ, mang trong nhà tuyệt vời luôn, mang ở ngoài cũng được. Sẽ ủng hộ shop tiếp ( số đo thì mình chỉ nhắm ước chừng thôi à) 0:04",chất liệu nhua màu sắc nau uiii săn duoc giá rẻ mà dép như vầy là quá ok 10đ êm nhẹ mang trong nhà tuyệt vời luôn mang ở ngoài cũng duoc sẽ ủng hộ shop tiếp số đo thì mình chỉ nhắm ước chừng thôi à,positive,no_issue
14,"Đúng với mô tả: đúng như shop giới thiệu, hàng đẹp đi chắc chắn, êm chân Màu sắc: nhã nhặn Chất liệu: nhựa bền dẻo Sản phẩm chất lượng",đúng với mô tả đúng như shop giới thiệu hàng đẹp đi chắc chắn êm chân màu sắc nhã nhặn chất liệu nhựa bền dẻo sản phẩm chất lượng,positive,no_issue
14,Độ êm: dép nhẹ và êm chân nha Chất liệu: chất liệu mềm dẻo Màu sắc: màu về giống hình ảnh đi trong nhà hay đi đâu đều được 0:04,độ êm dép nhẹ và êm chân nha chất liệu chất liệu mềm dẻo màu sắc màu về giống hình ảnh đi trong nhà hay đi đâu đều duoc,positive,no_issue
14,"Đúng với mô tả: ddunsg Màu sắc: nâu Chất liệu: phao Đi êm và nhẹ chân lắm, dép rất đẹp sẽ mua ủng hộ thêm vài chiếc để cho cả gia đình 0:04",đúng với mô tả ddunsg màu sắc nâu chất liệu phao đi êm và nhẹ chân lắm dép rất đẹp sẽ mua ủng hộ thêm vài chiếc để cho cả gia đình,positive,no_issue
14,"Màu sắc: xanh Chất liệu: Nhựa dẻo Đúng với mô tả: ok Dép dẻo nhưng hơi mỏng, thích hợp đi trong nhà. Giá tốt, shop giao hàng nhanh, đóng gói chắc chắn. OK. 0:04",màu sắc xanh chất liệu nhựa dẻo đúng với mô tả ok dép dẻo nhưng hơi mỏng thích hợp đi trong nhà giá tốt shop giao hàng nhanh đóng gói chắc chắn ok,positive,no_issue
15,Chất liệu: nhua Màu sắc: ok Đúng với mô tả: ok Giao hàng nhanh . Giá rẻ . Dép đi êm mà có chống trơn . Đi thoải mái 0:04,chất liệu nhua màu sắc ok đúng với mô tả ok giao hàng nhanh giá rẻ dép đi êm mà có chống trơn đi thoải mái,positive,no_issue
15,"Chất liệu: dep xop Màu sắc: hong Đúng với mô tả: đung Shop đóng gói cẩn thận, dép đi khá là ok ạ! Đi dc tháng nay thấy dép ổn ạ 0:05",chất liệu dep xop màu sắc khong đúng với mô tả đung shop đóng gói cẩn thận dép đi khá là ok ạ đi duoc tháng nay thấy dép ổn ạ,positive,no_issue
15,Độ êm: nhe va em Chất liệu: xop Màu sắc: xam trang Nhẹ êm rẻ khi app mã giảm 20k cho đơn từ 0đ của shopee. Cảm ơn shopee sẽ đặt lại khi có mã ạ 0:12 0:06,độ êm nhe va em chất liệu xop màu sắc xam trang nhẹ êm rẻ khi app mã giảm 20k cho đơn từ 0đ của shopee cảm ơn shopee sẽ đặt lại khi có mã ạ,positive,no_issue
15,Chất liệu: xốp nhẹ tênh Màu sắc: xanh Đúng với mô tả: đúng mô tả Dép nhẹ đi êm chân lắm nha.tiếc mua mỗi một đôi.Sau sẽ quay lại mua ủng hộ shop tiếp 0:04,chất liệu xốp nhẹ tênh màu sắc xanh đúng với mô tả đúng mô tả dép nhẹ đi êm chân lắm nha tiếc mua mỗi một đôi sau sẽ quay lại mua ủng hộ shop tiếp,positive,no_issue
15,Độ êm: eme Chất liệu: nhiwja hah gif ddos Gaio àhng mậnh chất lượng tốt giá ca rohuf hợp sẽ ủng jooj những lần tiép theo shipper thân thiẹn dhwksn 0:04 0:12,độ êm eme chất liệu nhiwja hah gif ddos gaio àhng mậnh chất lượng tốt giá ca rohuf hợp sẽ ủng jooj những lần tiép theo shipper thân thiẹn dhwksn,positive,no_issue
15,"“Sản phẩm chất lượng vượt mong đợi, đóng gói cẩn thận, giao hàng nhanh chóng. Rất hài lòng và chắc chắn sẽ ủng hộ lâu dài! 0:06",sản phẩm chất lượng vượt mong đợi đóng gói cẩn thận giao hàng nhanh chóng rất hài lòng và chắc chắn sẽ ủng hộ lâu dài,positive,no_issue
16,"Màu sắc: màu đen Đúng với mô tả: hàng đúng với mô tả Chất liệu: dầy dặn Hàng chất liệu dầy dặn, giá cả đúng với chất lượng, hợp lý để đi tromg nhà 0:09",màu sắc màu đen đúng với mô tả hàng đúng với mô tả chất liệu dầy dặn hàng chất liệu dầy dặn giá cả đúng với chất lượng hợp lý để đi tromg nhà,positive,no_issue
16,Shop giao hàng nhanh. Đóng gói cẩn thận.. dép nhẹ đi êm chân . Mà màu nhạt đặt màu xanh mà tưởng đâu màu trắng á 0:08,shop giao hàng nhanh đóng gói cẩn thận dép nhẹ đi êm chân mà màu nhạt đặt màu xanh mà tưởng đâu màu trắng á,positive,no_issue
16,"Dép rất mềm, nhẹ chân bà dễ di chuyển trong nhà Màu xanh cốm nhạt rất đẹp. Mình mua mấy đôi hơn 100k mà đi không thích bằng đôi này có mấy chục 0:20",dép rất mềm nhẹ chân bà dễ di chuyển trong nhà màu xanh cốm nhạt rất đẹp mình mua mấy đôi hơn 100k mà đi khong thích bằng đôi này có mấy chục,positive,no_issue
16,Màu sắc: nhiều màu Chất liệu: nhựa mềm Đúng với mô tả: Đúng với mô ta Dép mềm nhẹ thích hợp đi trong nhà ai có nhu cầu mua thì nên mua nhé đi thích lắm 0:23,màu sắc nhiều màu chất liệu nhựa mềm đúng với mô tả đúng với mô ta dép mềm nhẹ thích hợp đi trong nhà ai có nhu cầu mua thì nên mua nhé đi thích lắm,positive,no_issue
16,Đúng với mô tả: ok Màu sắc: đen Chất liệu: nhựa cao su Mang mềm êm chân lắm nha. Sẽ ủng hộ tiếp. Mình đã mua 2 đôi 0:07,đúng với mô tả ok màu sắc đen chất liệu nhựa cao su mang mềm êm chân lắm nha sẽ ủng hộ tiếp mình đã mua 2 đôi,positive,no_issue
16,"Đúng với mô tả: đúng Chất liệu: hong biết Màu sắc: đen Sốp đóng gói gọn gàng, giao hàng nhanh, giao đúng đơn mình đặt. Dép giống hình, giá hạt dẻ 0:06",đúng với mô tả đúng chất liệu khong biết màu sắc đen sốp đóng gói gọn gàng giao hàng nhanh giao đúng đơn mình đặt dép giống hình giá hạt dẻ,positive,no_issue
17,Chất liệu: nhựa dẻo Đúng với mô tả: đúng Màu sắc: nâu Giao hàng nhanh ship nhanh.shop đóng gói cẩn thận. Dép đi vừa chân.xuất xứ trung quốc. 0:12,chất liệu nhựa dẻo đúng với mô tả đúng màu sắc nâu giao hàng nhanh ship nhanh shop đóng gói cẩn thận dép đi vừa chân xuất xứ trung quốc,positive,no_issue
17,"Đúng với mô tả: dung Chất liệu: dep Màu sắc: dep Hình ảnh giống như quảng cáo, giao hàng nhanh, sẽ còn tiếp tục ủng hộ shop những lần sau 0:07",đúng với mô tả dung chất liệu dep màu sắc dep hình ảnh giống như quảng cáo giao hàng nhanh sẽ còn tiếp tục ủng hộ shop những lần sau,positive,no_issue
17,"Dép đẹp đi em,nhẹ và thoải mái hơn nhiều so với các loại khác chất lượng thấy cũng ok còn lâu dài mới biết được độ bền nhưng giá rẻ chấp nhận được",dép đẹp đi em nhẹ và thoải mái hơn nhiều so với các loại khác chất lượng thấy cũng ok còn lâu dài mới biết duoc độ bền nhưng giá rẻ chấp nhận duoc,neutral,no_issue
17,"Màu sắc: nhu mo ta Đúng với mô tả: dung Chất liệu: xop Dép đi rất nhẹ, êm, mang nhà tắm chắc trượt dữ lắm. Săn sales giá rẻ, mọi người nên mua mang trong nhà cho ấm chân hay mang chơi chơi cũng được. Phù hợp làm dép khách sạn 0:05",màu sắc nhu mo ta đúng với mô tả dung chất liệu xop dép đi rất nhẹ êm mang nhà tắm chắc trượt dữ lắm săn sales giá rẻ mọi người nên mua mang trong nhà cho ấm chân hay mang chơi chơi cũng duoc phù hợp làm dép khách sạn,positive,no_issue
17,"Màu sắc: đen, nâu Đúng với mô tả: đúng Giao hàng nhanh, dép mềm đi êm, vs giá tiền thế này chất lượng đã tốt r, mn nên mua 0:24",màu sắc đen nâu đúng với mô tả đúng giao hàng nhanh dép mềm đi êm voi giá tiền thế này chất lượng đã tốt r moi nguoi nên mua,positive,no_issue
17,"Đã nhận đủ hàng, dép đẹp nhẹ, đi êm chân, đã mua lại lần 2 ,hàng giao nhanh, mọi người có nhu cầu lên mua nhé,sẽ mua ủng hộ sop lần sau, tặng sop 5***** 0:28",đã nhận đủ hàng dép đẹp nhẹ đi êm chân đã mua lại lần 2 hàng giao nhanh mọi người có nhu cầu lên mua nhé sẽ mua ủng hộ sop lần sau tặng sop 5 sao sao sao sao sao,positive,no_issue
18,"Chất liệu: nhựa dẻo Đúng với mô tả: đúng Màu sắc: nâu Dép rất đẹp nha, phù hợp với giá tiền, mua đi trong nhà và nhà tắm là rất ôk nha mọi người. Mọi người nên mua về sử dụng ạ 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 0:04",chất liệu nhựa dẻo đúng với mô tả đúng màu sắc nâu dép rất đẹp nha phù hợp với giá tiền mua đi trong nhà và nhà tắm là rất ôk nha mọi người mọi người nên mua về sử dụng ạ,positive,no_issue
