row_index,old_issue,new_issue,issue_reason,old_sentiment,new_sentiment,sentiment_reason,review_text,matched_patterns
244,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,issue_candidate_default_negative,"T chưa từng bao giờ gặp trải nghiệm mua hàng tồi tệ đến vậy Đặt hàng gần 3 tuần mới giao Nhắn tin hỗ trợ khách hàng với thái độ thách thức Chất lượng sản phẩm ok Thái độ phục vụ như qq 【MFi】Đầu chuyển đổi UGREEN USB C sang Lightning PD 20W sạc nhanh thích hợp cho iPhone 11 12 13 14/ iPad Pro Air/ Air Pod Pro 2 1 2 118 119 120 121 122 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2",thai do
251,packaging,packaging,packaging_priority_rule,neutral,negative,clear_complaint_negative,"Chất lượng sản phẩm: chưa xài nên chưa biết mua làm quà tặng nhắn với shop gói kỹ giúp để tặng quà, shop bỏ vào mỗi hộp cartong mỏng, hàng tới hộp móp tan nát quá thất vọng 😢 Tai nghe Bluetooth không dây UGREEN Max5c 43dB Hybrid Active Khử tiếng ồn Hi-Res LDAC 75H Tai nghe chụp tai âm thanh không gian 2 n*****8",hop mop
254,packaging,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Sản phẩm tệ, mới dùng không đã bị gãy phần chân đế đựng điện thoại, làm rơi điện thoại. Sản phẩm giá treo điện thoại xe máy nhưng liên hệ shop bảo không phù hợp với xe máy ? 0:12",hop vo
255,packaging,packaging,packaging_priority_rule,neutral,negative,clear_complaint_negative,"Chất lượng sản phẩm: tạm Tính năng nổi bật: nhiều chức năng Hộp móp méo, nhưng ko ảnh hưởng bên trong. Có tặng kèm lót chuột. Đánh giá chất lượng ở mức tạm ổn, chuột bị delay, thỉnh thoảng bị nhảy chuột. Con lăn vô cực thì rất hay bị dịch lại khi cuộn xuống, nên làm con lăn cứng hơn xíu, chứ trơn dễ lăn thì sẽ rất dễ đụng tay vô là nó bị cuộn luôn. Cảm biến mắt đọc rất yếu, phải đè đi chuột thì mới di chuyển được, chứ hơi nhích chuột lên khỏi mặt bằng thì ko đọc được, thua cả mấy con chuột cùi nữa. DPI thì không có ghi nhớ, chỉnh DPI xong khi tắt chuột đi, lần sau bật lại thì nó lại nhảy về mặc định chứ ko có ghi nhớ lần đã chỉnh trước đó. Nói chung lại nhược điểm: delay, ko có ghi nhớ DPI, con lăn tệ, nút bấm back-next ở vị trí khó bấm, cảm biến mắt đọc yếu, nhảy chuột. Đánh giá 5/10 điểm. 0:21 Chuột không dây cuộn siêu nhanh UGREEN Bluetooth 5.4 2.4G Công thái học 5000DPI cho máy tính bảng MacBook Máy tính xách tay Máy tính chuột 29 tn260701",hop mop
256,shipping_delivery,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Giao hàng chậm, đặt chung 1 đơn mà dây đến trước, sạc đến sau. Và sạc 100w thấy cũng chả nhanh hơn sạc 33w chút nào, chán 0:05 Bộ sạc tường USB C UGREEN 100W, Khối sạc có thể gập lại Nexode GaN 2 cổng Tương thích với MacBook Pro / Air, iPad Pro / Mini, iPhone, Dell XPS, Samsung Galaxy S24 Ultra, Pixel và hơn thế nữa 1 ken_113",giao hang cham
262,seller_service,seller_service,seller_service_priority_rule,neutral,negative,clear_complaint_negative,Cảm quan ban đầu tốt. Dùng thử 1 thời gian xem thế nào ; tạm ứng cho shop 5*! Nhận hàng ngày 16/1 đến ngày 9/2 sạc chập chờn ko vào điện; liên hệ để bảo hành thì shop ko hỗ trợ ! Bực mình! 0:17,khong ho tro
266,shipping_delivery,shipping_delivery,keep_candidate,positive,negative,issue_candidate_default_negative,"Đúng với mô tả: giao hàng chậm Ugreen Sạc Nhanh 100W 20V 5A Nylon Bradied USB C Sang USB Cáp Dành Cho iPhone 15 / 15 Plus / 15 Pro / 15 Pro Max, MacBook Pro, iPad Pro, Dell XPS, Samsung Galaxy S24 / S23 / S22 Ultra, Sw 1 dogncat_crochet",giao hang cham
277,seller_service,seller_service,seller_service_priority_rule,neutral,negative,clear_complaint_negative,"Chất lượng sản phẩm: box rach, bui ban CHAT LUONG CHUA BIET, box rách bụi bẩn, nhắn tin không hỗ trợ refund UGREEN Củ sạc nhanh Nexode Robot UGREEN Uno 30W 65W Cho iPhone 16 Pro max | Công nghệ GaN Củ Sạc sb c mini Công nghệ PD3.0/QC4.0/PPS Cho iphone 15/14 / 14 pro max / macbook air / ipad pro / ipad mini 1 hangsala99",khong ho tro
285,price_value,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: Ko xứng với giá tiền Giao hàng lâu đặt từ đầu tuần mà đến tận cuối tuần mới có. Ốp k xứng với giá tiền, mng cthe nhìn thấy là viền in bị tràn ra luôn mà. Ốp thực sự cầm rất cứng, cầm lâu khá đau và rát, k nịnh tay chút xíu nào. Cầm lâu RẤT DỄ bị nhờn tay cũng như là in vân tay RÕ lên trên ốp. Brand lớn mà gửi sp cho KH như là kiểu sp lỗi ấy. Phần lỗ cắm sạc thì bị rách???",khong xung
289,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,"Áo mỏng, nhìn như áo đại trà v, kh phù hợp với giá tiền là gần 600k",hop vo
291,spam_irrelevant,spam_irrelevant,spam_irrelevant_priority_rule,neutral,negative,clear_complaint_negative,"Shop đóng gói cẩn thận. Áo dễ thương, kiểu baby tee, chất vải ổn. Số đo mang tính nhận xu. Edit: áo lem màu kinh dị luôn mọi người ơi 😨. Vì là form baby tee nên mình cũng chịu khó giặt tay nhẹ nhàng để giữ form, giặt riêng mình ẻm và bằng sữa tắm. Nhưng ngay sau lần giặt đầu tiên, mình phát hiện ra phần cổ áo màu nâu lem ra phần áo màu sáng xung quanh. Và cái logo xanh ngay cổ áo là lem màu tệ nhất luôn 😰. Vì cổ áo nhỏ nên mình không tròng móc vào để tránh giãn cổ mà phơi áo theo kẻo gấp đôi, thế là cái chữ xanh của logo dính đầy ra phần đuôi áo. Thật sự chất lượng rất rất tệ so với giá tiền 😣. 0:12",nhan xu
299,packaging,packaging,keep_candidate,neutral,negative,clear_complaint_negative,Chất liệu: tạm Màu sắc: đen Đúng với mô tả: bình thường Lên mua size S Size M to lắm nha lên mua lùi về một size áo không được hợp với giá tiền cho mấy cũng k có giấy thơm 0:06,hop vo
305,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,"Chất liệu: Tệ Màu sắc: Tương Đối Đúng với mô tả: Áo mỏng Đây là lần đầu mình ủng hộ nhưng nhầm bom xịt nên cho mình đánh giá 3 sao cskh rất chu đáo nhưng vải áo quá mỏng k phù hợp với tầm giá 300-400 , cảm on8 shop , đây là quan điểm cá nhân 0:04",hop vo
307,price_value,product_attribute,product_attribute_priority_rule,neutral,negative,clear_complaint_negative,"Chất liệu: mỏng, không xứng với giá tiền mặc dù đã sale, chất khá thô không đc mịn. Màu sắc: khá oke Đúng với mô tả: form áo tạm ổn",khong xung
310,wrong_missing_item,wrong_missing_item,keep_candidate,neutral,negative,issue_candidate_default_negative,Lưng áo rất ngắn mặc dù đặt size bự nhất,dat size
312,wrong_missing_item,product_attribute,product_attribute_priority_rule,neutral,neutral,neutral_or_not_used,"Vải không đẹp như các mẫu áo trước nha, buồn wa,.Lại đặt màu trắng nữa. Hay nhăn, form lên bth.",dat mau
315,price_value,packaging,packaging_priority_rule,negative,negative,clear_complaint_negative,"Giá gốc dép 6-700k, mình mang thử mới 20p thì ốc quai đã bung ra. Chất lượng hoàn thiện kém, ốc vít ko chắc, dép nhìn ngoài đẹp, nhưng gia công sơ sài không xứng đáng với giá gốc shop niêm yết. Với mức giá này mình kỳ vọng sẽ tốt hơn chứ ko hỏng nhanh như vậy.Thêm nữa gói hàng rất cẩu thả, hộp móp méo khi nhận hàng.Người mua sao nên cân nhắc, đừng để giá sale đánh lừa cảm giác về chất lượng.",khong xung
325,packaging,packaging,keep_candidate,neutral,negative,clear_complaint_negative,Áo mỏng đét chất áo rất bth tag áo thì lạ hoắc k giống ảnh áo quá mỏng không sứng vs giá tiền vs chất áo như này chỉ đáng giá 120k mà bán tận 260k thật sự là chất áo k phù hợp với giá tiền shop lớn mà làm ăn chán thực sự lần sau xin phép k quay lại 0:21,hop vo
328,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Bình đẹp mà bị rỉ , bán bình giữ nhiệt mà không cho kèm cọ vệ sinh ống hút , nói chung không đáng tiền :)",khong dang tien
329,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Mới sử dụng được 1 hôm mà đã có dấu hiệu bị rỉ sét, giao hàng thì ống hút bị móp nắp thì bị cà vào đâu hay sao mà nó vừa chày vừa ra tenn , nói chung không đáng tiền mua, với mức tiền này ra chợ mua đôi khi sản phẩm còn ok hơn, đở phải mắc thêm thời gian giao hàng 0:06",khong dang tien
330,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,Áo mỏng ko phù hợp với giá cân nhắc nha mn,hop vo
335,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Ôi giời ơi giao sai sản phẩm cho khách, phản hồi lại thì vòng vo, đòi trả hàng hoàn tiền thì xin lỗi và hứa giao lại sản phẩm mới nhưng tuần trời mất hút, nhắn tin ko thèm rep. Làm ăn bịp bợm lừa đảo. Chưa kể chất vải và form áo quá xấu, chất lượng và thái độ đi xuống theo từng năm. Chê",thai do
336,wrong_missing_item,wrong_missing_item,keep_candidate,positive,negative,issue_candidate_default_negative,Mua 2 giao 1 :)),mua 2 giao 1
341,wrong_missing_item,wrong_missing_item,keep_candidate,neutral,negative,issue_candidate_default_negative,Tôi đặt size XL hết thì thôi có cần dán 1 miếng giấy khác lên r để size XL trong khi áo đó chỉ là size L=)))))?,dat size
342,packaging,packaging,keep_candidate,neutral,negative,clear_complaint_negative,"Chất liệu: POly Màu sắc: xanh Chất nóng ko hợp với giá tiền, phom xấu mắc vì thương hiệu 0:04",hop vo
356,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,Sản phẩm ko phù hợp với giá tiền [Mã WARN60 hoàn 15% xu đơn 300k] Monarch All Over Print Jacket,hop vo
359,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,Giao nhầm sản phẩm hỏi ko trả lờiiiiiiiiiiiiiiiiiiiiiiiiiii Túi Multicolor Messenger 1,khong tra loi
360,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Vải xấu cực kì, mua mới mà bị đổ lông, mặc nóng, form rũ, bo áo lệch màu, chỉ thừa, dây kéo bị rít. Sale 390 mua còn phí tiền chứ đừng nói giá 650, thua cái áo fake với áo ngoài chợ 200 nghìn 🤷 Lúc có mua 1 cái swt rồi vải cũng xấu vch nhưng qua lần này nữa thì cạch mặt brand luôn. KHÔNG NÊN MUA. Academy full zip hoodie 16 nguyenthu_aowut",phi tien
366,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Nét chữ: nets duoc net khong Mực: chuaaw bao h mk mua buts ở shop lại bị tắc mực như này, viết còn ko ra mực phải ấn dí nét chữ đi dí lại nhieều lần Mk mua bút của shop lần này ko phải lần đầu có thể là hơn chục lần r nhưng thực shop làm mk rất thất vọng. Mk đặt 5 chiếc bút thì đến 4 chiếc bị tắc và ko ra đều mực dù bút mới bóc seal và còn nguyên mực, thậm chí còn chẳng ra mực, mk đã phải ấn đi ấn lại dí vào vở rất nhiều lần mới ra nổi chữ, mà cx nét được nét mất, như mk chụp vở ở trên chữ đc chữ ko chữ thì đứt nét đây chỉ là một số trang vở lấy làm ví dụ, mk ko vội đánh giá ngay mà sau gần 2 tuần sử dụng và thay đến 4 cái bút mới dám đánh giá như vậy; lúc đầu mk còn nghĩ có thể là do chất lượng giấy hoặc như nào nhưng mk đã thay đến 3 quyển vở của Campus, Klong, Crabit thì tình trạng vx như vậy, lần này có thể khẳng định là do bút vì so với những lần ghi vở trước ở hai ảnh cuối cùng nét bút vx rất đều và mượt cũng đc viết ở 3 quyển vở khác nhau theo thứ tự Campus, Crabit chất lượng khác hẳn 3 ảnh đầu. hôm vừa rồi mk còn làm bài ktra bút như vậy trong giowf ktra rất khó chịu. Lần này mua hàng thật sự rất khó chịu và phí tiền",phi tien
367,wrong_missing_item,wrong_missing_item,wrong_missing_item_priority_rule,negative,neutral,neutral_or_not_used,Màu sắc: đen Viết: bình thường Thiết kế: tối giản Cứ tưởng là 12 cây tại thấy trên video nó khui hộp và mình cũng đặt hộp xanh dương đậm xong lúc giao thì lại chỉ 1 cây mà còn là màu đen nữa rõ ràng đặt màu xanh mà giao màu đen hình minh họa là cái hộp mà,dat mau
370,shipping_delivery,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Giao lâu, lúc đầu báo hết hàng kêu huỷ đơn đặt phân loại khác và mình cứ treo đơn hàng sau 3 ngày thì mới giao (dù shop vẫn để sl hàng ở kho rất nhiều). Phụ kiện đi kèm không đồng đều, dù đặt cùng 1 phân loại nhưng người khác nhận nam châm 20mm, còn của mình có 15mm 0:04",giao lau
371,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,Ngòi: ngòi ok Viết: cũng mượt Nhưng gửi thiếu hàng còn không xin lỗi thái độ còn rất là hời hợt 🤬😡,thai do
378,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng: kém Ream giấy bọc bị xé cả 2 đầu và thân, tại sao shop lại bóc nát bao bì bọc ream giấy, ream giấy có bị rút lõi thay hàng kém chất lượng vào ? Shop mất uy tín quá, không đáng tiền để tự hạ uy tín người bán hàng như vậy. Tôi không trả hàng nhưng cho shop 1 sao.",khong dang tien
382,spam_irrelevant,spam_irrelevant,keep_candidate,neutral,negative,clear_complaint_negative,"Chất lượng: tẩy nhỏ bé tí mà giá thành cao tẩy thì không được tốt. bút thì tốt bút chì chưa gọt nên chưa xài Làm sạch: hình ảnh mang tính chất minh họa 0:05 Gôm Tẩy Bút Chì 4B Deli - Tẩy Sạch Sẽ, Ít Vụn, Không Mòn Giấy - Phù Hợp Cho Học Sinh, Văn Phòng, Vẽ Tranh, Phác Thảo",minh hoa
397,seller_service,seller_service,seller_service_priority_rule,negative,positive,clear_praise_positive,giao nhanh đúng sp nhưng shipo thái độ khinh thường khác shop nên xem lại,thai do
406,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,"Phù hợp với loại da: on Mùi hương: thom Công dụng: thon Shop giao lại cạo mất hạn sử dụng, mất uy tín. Chai 800g mở ra xem thì sữa tắm chỉ được hơn 1 nữa chai. Mình thích mùi này nhất, dễ chịu. Giao hàng nhanh. 0:07",hop vo
408,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Phù hợp với loại da: Mọi loại da Mùi hương: Thơm mùi sen dễ chịu Công dụng: Sạch khuẩn Shoppe Mall mà làm việc không trung thực. Không hài lòng sản phẩm giao là mẫu cũ, sản xuất đã hơn 1 năm (15/05/2023). Quà tặng không đúng mẫu như ảnh đăng bán là sữa tắm thảo dược hoa sen và cũng là mẫu sản xuất cũng hơn 1 năm (7/5/2023). Shop khuyến mãi mà không ghi rõ ràng vậy mọi người dễ nhầm tưởng mẫu mới lắm nhé. Mọi người chú ý. 0:16 10 1 2 3 4 5 CÁC SẢN PHẨM KHÁC CỦA SHOP Xem Tất Cả Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 800g 202.000 ₫ 4.9 100k+ đã bán Nước rửa tay sạch khuẩn Lifebuoy Túi 400G 59.000 ₫ 4.9 100k+ đã bán Nước Rửa Tay Lifebuoy Bảo Vệ Khỏi 99.9% Vi Khuẩn Gây Bệnh Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 450G 77.000 ₫ 4.9 100k+ đã bán [LIVE] Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn 210.600 ₫ 4.9 10k+ đã bán Sữa Tắm Lifebuoy Sạch Khuẩn Bảo Vệ Khỏi 99.9% Vi Khuẩn, Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 800G 180.000 ₫ 4.9 40k+ đã bán Lăn ngăn mùi hương nước hoa cao cấp AXE 45ml, công nghệ hóa mồ hôi thành mùi hương thơm mát 72h 70.000 ₫ 4.9 5k+ đã bán Lăn ngăn mùi dưỡng sáng cao cấp Dove tinh chất serum dành cho nữ với 3% Niacinamide 45ml 75.000 ₫ 4.9 200k+ đã bán Sữa Tắm Lifebuoy Sạch Khuẩn Bảo Vệ Khỏi 99.9% Vi Khuẩn Chứa Ion Bạc+ Hỗ Trợ Cùng Đề Kháng Da Tự Nhiên 800G 167.000 ₫ 4.9 100k+ đã bán Nước Rửa Tay Lifebuoy Vitamin+ Combo 2 chai 450g/chai 155.000 ₫ 4.9 20k+ đã bán Combo 2 Túi Nước Rửa Tay Lifebuoy Vitamin+ 1kg/túi 267.000 ₫ 4.9 20k+ đã bán Combo 3 Kem đánh răng P/S Trắng Răng Lành Tính - 100% Công Thức Được Kiểm Chứng 147.000 ₫ 4.9 20k+ đã bán Sữa Tắm Lifebuoy Bảo Vệ Khỏi Vi Khuẩn Gây Bệnh Với Ion Bạc+ Hỗ Trợ Đề Kháng Da Tự Nhiên 1000G 196.000 ₫ 4.9 60k+ đã bán [LIVE] Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn 214.500 ₫ 4.9 100k+ đã bán Xịt nước hoa nam toàn thân AXE 135ml, lưu hương và khử mùi lên đến 48h 94.000 ₫ 4.9 100k+ đã bán Kem đánh răng P/S Thảo Dược 100g/150g, cho 10 lợi ích toàn diện, như giảm ê buốt, trắng răng, hơi thở thơm mát 50.000 ₫ 4.9 9k+ đã bán Sữa tắm dưỡng thể thiên nhiên trắng sáng da Hazeline 1kg 139.000 ₫ 4.9 100k+ đã bán Xịt thơm nước hoa cao cấp AXE 135ml, Fine Fragrance mist lưu hương tinh tế và khử mùi lên tới 72h 127.000 ₫ 4.9 30k+ đã bán [DEAL SỐC] Xịt thơm nước hoa cao cấp AXE 135ml, Fine Fragrance mist lưu hương tinh tế và khử mùi lên tới 72h 116.000 ₫ 4.9 10k+ đã bán Bộ 3 Kem Đánh Răng Closeup Diamond Attraction - Trắng răng sau 1 lần chải 100g 99.000 ₫ 4.7 100k+ đã bán [CHÍNH HÃNG ĐỘC QUYỀN] Smoothie Tẩy Tế Bào Chết Body Dove Chăm Da Sáng Mịn 298g/280g 168.000 ₫ 4.9 800k+ đã bán Combo 2 Sữa tắm Lifebuoy Thiên nhiên Detox Và Chăm Sóc Chuyên Sâu 270g Nhỏ Gọn, Tiện Dụng 134.000 ₫ 4.8 8k+ đã bán [LIVE] Combo 3 Kem Đánh Răng Closeup Trắng Răng Thơm Mát thành phần Thiên Nhiên 230G 164.949 ₫ 4.9 2k+ đã bán Kem đánh răng P/S Chuyên Gia Chăm Sóc Nướu - Sạch khe nướu, ngừa vấn đề răng miệng phổ biến 76.600 ₫ 4.9 10k+ đã bán Kem đánh răng Closeup White Now - Trắng Bật Tông 3X TỨC THÌ với Công nghệ Ánh Sáng Xanh 100g 66.000 ₫ 4.9 30k+ đã bán Mã giảm giá của Shop Giảm 4% Đơn Tối Thiểu 159k₫ Giảm tối đa 8k₫ Sản phẩm nhất định Đã dùng 80%, HSD: 31.05.2026 Lưu 5 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2",hop vo
409,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,"Công dụng: làm sạch da Mùi hương: matcha Phù hợp với loại da: mọi loại da Hơi sạch khô kin kít, thơm, đỡ mụn lưng Dung lượng hơi….😬 11 bon_boys",hop vo
410,packaging,seller_service,seller_service_priority_rule,negative,negative,clear_complaint_negative,Phù hợp với loại da: Moi loai da Công dụng: làm sạch Mùi hương: nhẹ M mua khá nhiều đồ của shop nhưng mà chai sữa tắm này thì khá thất vọng . M mua 2 chai thì 1 chai vẫn ổn còn 1 chai bị hỏng vòi không có lò xo bên trong (như hình) nên không thể xịt được. M có nhắn shop và shop có bảo đổi trả nhưng m thấy khá phiền nên không đổi nữa. Giao hàng nhanh 1* 0:27 2 d*****d,hop vo
412,packaging,wrong_missing_item,wrong_missing_item_priority_rule,positive,negative,clear_complaint_negative,Công dụng: tắm Mùi hương: thơm Phù hợp với loại da: mọi loại da Thiếu quà tặng kèm🙃 0:07 3 imissyousoso,hop vo
414,packaging,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Công dụng: giảm mụn lưng Mùi hương: khổ qua Phù hợp với loại da: mọi loại da Xui ghê, cái vòi của mình vặn kiểu gì cũng không bung, tới lúc bung ra thì bật cả lò xo ra chả hiểu lỗi sản xuất kiểu gì luôn á bực mình, đánh giá 1 sao vì cái vòi nha, ko có in hướng dẫn cách xoay vòi nữa, làm phải chiết ra chai khác để sài, bị đổ cả đống nữa haiz chán luôn. Bù lại tắm rất sạch, chất lượng sữa tắm ko cần bàn cãi, rất tốt 0:51",hop vo
420,packaging,packaging,keep_candidate,neutral,negative,issue_candidate_default_negative,"Công dụng: sữa tắm Mùi hương: không thơm, mùi không rõ ràng Phù hợp với loại da: thường Tôi dùng lifebuoy tràm trà đã 4 năm. Mua tại siêu thị hoặc hasaki. Chất sữa tắm thông thường màu trắng xanh, đục, rất thơm. Chưa bao giờ thấy chất gel trong như chai này, không rõ mùi tràm như mấy chai trước. Tắm xong cảm giác không sạch, khô da. Nghi mua phải hàng giả. 0:13 27 tranthinu.15011990",hop vo
421,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,issue_candidate_default_negative,"Phù hợp với loại da: mọi loại da Mùi hương: thơm Công dụng: tắm Giao hàng k giống hình,đặt quà tặng là chai kia shop giao cùng loại nhìn kiểu như lột ra dán vào 0:09",hop vo
424,packaging,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Mùi hương: oke Công dụng: tắm Phù hợp với loại da: k rõ Shop gửi đúng sản phẩm nhưng đóng gói không được kĩ lắm, hàng khá nặng nhưng chỉ lót 1 lớp túi khí mỏng bên dưới, hành nhận về bị vỡ hộp, chảy sữa tắm ra ngoài, may có lớp bao bì không chắc cũng chảy hết 😭 0:38",hop vo
425,packaging,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Phù hợp với loại da: da mụn lưng Công dụng: giảm mụn,sạch da Mùi hương: thơm,matcha Sản phẩm: Hàng lỗi hoặc bị hư hỏng T bực kinh khủng,hàng j đâu mà bọc như cái giẻ rách,về bóc nó rách tứa lưa,chao sữa tắm minisize thì bể bay mẹ nắp. Shop mall mà t thấy nó rẻ rúm vlo. Chê 0:08",hop vo
427,packaging,packaging,keep_candidate,positive,negative,issue_candidate_default_negative,"Công dụng: đã sử dụng vài lần Phù hợp với loại da: phù hợp da Mùi hương dễ chịu, nhẹ nhàng và dễ sử dụng 0:06",hop vo
429,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,issue_candidate_default_negative,Công dụng: .. Mùi hương: Tưởng shop u tín gì đâu. Phù hợp với loại da: . Thấy treo biển mua 1 tặng 1 nên bấm vào mua mặc dù shop khác bán 130k. Nhưng khi thêm vào giỏ hàng và đặt hàng lại chỉ nhận được 1 chai. Không có quà tặng. Báo shop thì shop kêu là lỗi lại mình không biết cách bấm mua nên chỉ nhận dc 1 chai. Chịu thua. Này có giống treo đầu rê bán thịt chó không cơ chứ. Lươn lẹo. Bực mình. 0:05,hop vo
441,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,Công dụng: sữa tắm Phù hợp với loại da: sữa tắm Mùi hương: sữa tắm Mình k nhìn rõ phải bấm vô hàng tặng mới được tặng … nhưng mình xem lại bấm vô đơn quà tặng thì đâu có được giá rẻ như ban đầu … giá k rõ ràng như mình mua của chỗ khác … mua 2 chai lận mà k dc quà thất vọng gì đâu Ok 0:05,hop vo
444,packaging,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,Mùi hương: co ve thom Phù hợp với loại da: kh biet Công dụng: kh biet Quá thất vọng 😞 bình thường mình cũng hay mua đây mà sao hôm nay nó lại là hàng fake trong quá trình ship hàng thì bị vỡ 1 chai,hop vo
